Rank,Symbol,Momentum
1,NATIONALUM,0.567871
2,POWERINDIA,0.439146
3,VEDL,0.406051
4,MCX,0.34707
5,GVT&D,0.345569
6,ABB,0.283773
7,GROWW,0.278844
8,THERMAX,0.274461
9,SAIL,0.271008
10,LENSKART,0.26934
11,TATASTEEL,0.264871
12,BSE,0.261727
13,BHARATFORG,0.256974
14,UNIONBANK,0.2474
15,PFC,0.244874
16,MAHABANK,0.234661
17,LINDEINDIA,0.224808
18,APARINDS,0.221371
19,ADANIPOWER,0.22064
20,ONGC,0.206068
