Rank,Symbol,Momentum
1,RAJESHEXPO,1.479063
2,ESSAROIL,0.977477
3,ASHOKLEY,0.355539
4,NBCC,0.305331
5,HONAUT,0.291829
6,ZFCVINDIA,0.277381
7,SANOFI,0.27457
8,3MINDIA,0.270283
9,ABIRLANUVO,0.263153
10,APLLTD,0.247955
11,IDBI,0.238841
12,IBULHSGFIN,0.234785
13,DRREDDY,0.224795
14,GODREJPROP,0.223875
15,DIVISLAB,0.222866
16,BLUEDART,0.21917
17,VAKRANGEE,0.218034
18,CUMMINSIND,0.214959
19,IPCALAB,0.206945
20,PFIZER,0.202659
