Rank,Symbol,Momentum
1,ADANIGREEN,0.684023
2,CHOLAFIN,0.582578
3,AUROPHARMA,0.549408
4,DIXON,0.463522
5,SHRIRAMFIN,0.460843
6,LTF,0.45977
7,ADANIPOWER,0.459539
8,PRESTIGE,0.447183
9,PFC,0.426039
10,MAXHEALTH,0.395816
11,ICICIPRULI,0.394649
12,IDFCFIRSTB,0.394504
13,ETERNAL,0.394222
14,RECLTD,0.393567
15,INDIGO,0.390612
16,HAL,0.382627
17,TMPV,0.381744
18,LODHA,0.359942
19,DLF,0.359611
20,M&MFIN,0.35066
