Rank,Symbol,Momentum
1,RCOM,0.821862
2,MINDTREE,0.528968
3,LTM,0.390478
4,TECHM,0.353986
5,JUBLFOOD,0.344269
6,BIOCON,0.338178
7,JINDALSTEL,0.338091
8,3MINDIA,0.294778
9,TV18BRDCST,0.285976
10,VBL,0.279697
11,IPCALAB,0.253511
12,ASHOKLEY,0.233653
13,HEXAWARE,0.221305
14,JUBLPHARMA,0.219535
15,DMART,0.217965
16,THOMASCOOK,0.208219
17,PHOENIXLTD,0.193713
18,IDBI,0.190955
19,GRUH,0.189547
20,INFY,0.186014
