Rank,Symbol,Momentum
1,MINDTREE,0.742834
2,GFLLIMITED,0.735995
3,CYIENT,0.71202
4,APLLTD,0.711554
5,BHARATFORG,0.703403
6,ARVIND,0.684603
7,CIPLA,0.66164
8,EICHERMOT,0.641548
9,AMARAJABAT,0.596675
10,3MINDIA,0.590221
11,BRITANNIA,0.578422
12,CRISIL,0.556904
13,ZFCVINDIA,0.525602
14,LUPIN,0.523574
15,CMC,0.510096
16,EMAMILTD,0.49505
17,MFSL,0.482321
18,BERGEPAINT,0.462112
19,SUNDARMFIN,0.461566
20,CHOLAFIN,0.451186
