Symbol
3MINDIA
ABB
ACC
AIAENG
AUBANK
ABBOTINDIA
ADANIENSOL
ADANIENT
ADANIGREEN
ADANIPORTS
ATGL
ABCAPITAL
AJANTPHARM
ALKEM
AMBUJACEM
APOLLOHOSP
ASHOKLEY
ASIANPAINT
ASTRAL
AUROPHARMA
DMART
AXISBANK
BAJAJ-AUTO
BAJFINANCE
BAJAJFINSV
BAJAJHLDNG
BALKRISIND
BANKBARODA
BANKINDIA
BERGEPAINT
BEL
BHARATFORG
BHEL
BPCL
BHARTIARTL
BIOCON
BOSCHLTD
BRITANNIA
CRISIL
CANBK
CHOLAFIN
CIPLA
COALINDIA
COFORGE
COLPAL
CONCOR
COROMANDEL
CUMMINSIND
DLF
DABUR
DALBHARAT
DIVISLAB
DIXON
DRREDDY
EICHERMOT
ENDURANCE
ESCORTS
FEDERALBNK
FORTIS
GAIL
GICRE
GLAXO
GODREJCP
GODREJIND
GODREJPROP
GRASIM
HCLTECH
HDFCAMC
HDFCBANK
HDFCLIFE
HAVELLS
HEROMOTOCO
HINDALCO
HAL
HINDPETRO
HINDUNILVR
HINDZINC
HONAUT
ICICIBANK
ICICIGI
ICICIPRULI
IDFCFIRSTB
ITC
INDHOTEL
IOC
IRCTC
INDUSTOWER
INDUSINDBK
NAUKRI
INFY
INDIGO
IPCALAB
JKCEMENT
JSWENERGY
JSWSTEEL
JINDALSTEL
JUBLFOOD
KOTAKBANK
LTF
LTTS
LICHSGFIN
LTM
LT
LUPIN
MRF
M&MFIN
M&M
MARICO
MARUTI
MFSL
MAXHEALTH
MPHASIS
MUTHOOTFIN
NHPC
NTPC
NESTLEIND
OBEROIRLTY
ONGC
OIL
OFSS
PIIND
PAGEIND
PERSISTENT
PETRONET
PHOENIXLTD
PIDILITIND
POLYCAB
PFC
POWERGRID
PRESTIGE
PNB
RECLTD
RELIANCE
SBICARD
SBILIFE
SRF
SCHAEFFLER
SHREECEM
SHRIRAMFIN
SIEMENS
SOLARINDS
SBIN
SAIL
SUNPHARMA
SUNDARMFIN
SUPREMEIND
TVSMOTOR
TATACOMM
TCS
TATACONSUM
TATAELXSI
TMPV
TATAPOWER
TATASTEEL
TECHM
NIACL
THERMAX
TITAN
TORNTPHARM
TORNTPOWER
TRENT
TIINDIA
UNOMINDA
UPL
ULTRACEMCO
UNIONBANK
UBL
UNITDSPR
VBL
VEDL
IDEA
VOLTAS
WIPRO
YESBANK
ZYDUSLIFE
DEEPAKNTR
GUJENERGY
IGL
SYNGENE
SUNTV
GLAND
EMAMILTD
BANDHANBNK
ABFRL
TATACHEM
PGHH
SKFINDIA
SUNDRMFAST
BAYERCROP
ZEEL
RAMCOCEM
ATUL
LALPATHLAB
ISEC
BATAINDIA
KANSAINER
LAURUSLABS
SUMICHEM
WHIRLPOOL
NAVINFLUOR
VINATIORGA
CROMPTON
PFIZER
RAJESHEXPO
RELAXO
NAM-INDIA
AAVAS
HDFC
SANOFI
NATCOPHARM
INDIAMART
HATSUN
GSPL
APLLTD
METROPOLIS
GLENMARK
MINDTREE
EXIDEIND
APOLLOTYRE
MANAPPURAM
NMDC
PEL
AARTIIND
ZYDUSWELL
CASTROLIND
CHOLAHLDNG
CUB
DHANI
GILLETTE
AMARAJABAT
ITI
MOTILALOFS
RBLBANK
SUVENPHAR
MGL
TTKPRESTIG
GMRAIRPORT
VGUARD
PGHL
JMFINANCIL
IBULHSGFIN
IIFLWAM
IDBI
GODREJAGRO
CREDITACC
CESC
BBTC
ASTRAZEN
AKZOINDIA
SJVN
