Symbol
ACC
AIAENG
ADANIPORTS
AMBUJACEM
APOLLOHOSP
ASHOKLEY
ASIANPAINT
AUROPHARMA
AXISBANK
BAJAJ-AUTO
BAJAJFINSV
BAJAJHLDNG
BANKINDIA
BEL
BHARATFORG
BHEL
BPCL
BHARTIARTL
BIOCON
BOSCHLTD
CANBK
CIPLA
COLPAL
CONCOR
CUMMINSIND
DLF
DABUR
DIVISLAB
DRREDDY
FEDERALBNK
GAIL
GLAXO
GODREJCP
GODREJIND
HCLTECH
HDFCBANK
HEROMOTOCO
HINDALCO
HINDPETRO
HINDUNILVR
HINDZINC
ITC
INDHOTEL
IOC
INDUSINDBK
INFY
JSWSTEEL
JINDALSTEL
KOTAKBANK
LICHSGFIN
LT
LUPIN
MRF
M&MFIN
M&M
MARUTI
MPHASIS
NTPC
ONGC
OFSS
PETRONET
PHOENIXLTD
PIDILITIND
PFC
POWERGRID
PNB
RECLTD
RELIANCE
SHREECEM
SHRIRAMFIN
SIEMENS
SBIN
SAIL
SUNPHARMA
TCS
TATACONSUM
TMPV
TATAPOWER
TATASTEEL
TECHM
THERMAX
TITAN
TORNTPOWER
UPL
ULTRACEMCO
UNIONBANK
UBL
UNITDSPR
IDEA
VOLTAS
IGL
SUNTV
PGHH
ISEC
PFIZER
HDFC
GSPL
GLENMARK
EXIDEIND
APOLLOTYRE
NMDC
PEL
GILLETTE
GMRAIRPORT
MOTHERSON
NLCINDIA
NATIONALUM
MRPL
EIHOTEL
IDBI
CENTRALBK
VEDL
ENGINERSIN
INDIANB
YESBANK
TATACHEM
ABB
DISHTV
GSKCONS
RELINFRA
RPOWER
CENTURYTEX
IRB
TATACOMM
RCOM
SYNDIBANK
IOB
CESC
GESHIP
RELCAPITAL
CAIRN
VIDEOIND
UCOBANK
ALBK
JPASSOCIAT
J&KBANK
ANDHRABANK
RELIGARE
IFCI
CORPBANK
ORIENTBANK
UNITECH
SOBHA
MFSL
GMDCLTD
ESSAROIL
ABIRLANUVO
IDFC
CGPOWER
ADANIENT
TATASTEEL
JISLJALEQS
JPPOWER
RANBAXY
GUJENERGY
INGVYSYABK
JETAIRWAYS
VIJAYABANK
63MOONS
INDIACEM
SUZLON
RCF
CASTROLIND
CHAMBLFERT
HDIL
LITL
MARICO
WIPRO
WELSPUNIND
GVPIL
HTMEDIA
AMTEKAUTO
SCI
STLTECH
TTML
RENUKA
BEML
KSK
INDIABULLS
GVKPIL
EDUCOMP
EDELWEISS
CHENNPETRO
SINTEX
STERLINBIO
GUJNRECOKE
BLUESTARCO
GTLINFRA
ABAN
HMT
JAICORPLTD
MTNL
PATNI
NCC
JINDALSAW
IVRCLINFRA
HCC
GVT&D
ANANTRAJ
PUNJLLOYD
MAHSEAMLES
EMBDL
DCHL
ESSARPORTS
IIFL
HUBTOWN
KPIL
PATELENG
ROLTA
SANOFI
ZEEL
JUBLPHARMA
WOCKPHARMA
BALRAMCHIN
BANKBARODA
HCLTECH
JMFINANCIL
JSWISPAT
BAJAJHIND
NIRMA
PURVA
RNRL
TATAINVEST
RAMCOCEM
GRASIM
PRAJIND
3MINDIA
DCAL
FEL
GOLDTECH
JSWDULUX
GFLLIMITED
GNFC
KTKBANK
KIRLOSBROS
MOSERBAER
OMAXE
JSL
TVTODAY
SPICETELE
PANACEABIO
MAHLIFE
KIRLOSBROS
KANSAINER
IL&FSENGG
BRITANNIA
BBTC
BFUTILITIE
RELIANCE
