Symbol
ACC
AIAENG
ADANIPORTS
AMBUJACEM
APOLLOHOSP
ASHOKLEY
ASIANPAINT
AUROPHARMA
AXISBANK
BAJAJ-AUTO
BAJAJFINSV
BAJAJHLDNG
BANKINDIA
BEL
BHARATFORG
BHEL
BPCL
BHARTIARTL
BIOCON
BOSCHLTD
CRISIL
CANBK
CIPLA
COLPAL
CONCOR
COROMANDEL
CUMMINSIND
DLF
DABUR
DIVISLAB
DRREDDY
FEDERALBNK
GAIL
GLAXO
GODREJCP
GODREJIND
HCLTECH
HDFCBANK
HEROMOTOCO
HINDALCO
HINDPETRO
HINDUNILVR
HINDZINC
ITC
INDHOTEL
IOC
INDUSINDBK
INFY
JSWSTEEL
JINDALSTEL
KOTAKBANK
LICHSGFIN
LT
LUPIN
MRF
M&MFIN
M&M
MARUTI
MPHASIS
NHPC
NTPC
ONGC
OIL
OFSS
PETRONET
PHOENIXLTD
PIDILITIND
PFC
POWERGRID
PNB
RECLTD
RELIANCE
SHREECEM
SHRIRAMFIN
SIEMENS
SBIN
SAIL
SUNPHARMA
TCS
TATACONSUM
TMPV
TATAPOWER
TATASTEEL
TECHM
THERMAX
TITAN
TORNTPHARM
TORNTPOWER
UPL
ULTRACEMCO
UNIONBANK
UBL
UNITDSPR
IDEA
VOLTAS
ZYDUSLIFE
IGL
SUNTV
EMAMILTD
PGHH
ISEC
PFIZER
HDFC
GSPL
GLENMARK
EXIDEIND
APOLLOTYRE
NMDC
PEL
GILLETTE
GMRAIRPORT
MOTHERSON
NLCINDIA
NATIONALUM
MRPL
EIHOTEL
IDBI
ADANIPOWER
CENTRALBK
VEDL
ENGINERSIN
INDIANB
YESBANK
TATACHEM
ABB
DISHTV
GSKCONS
RELINFRA
RPOWER
CENTURYTEX
IRB
TATACOMM
RCOM
SYNDIBANK
IOB
FORTIS
CESC
GESHIP
JAGRAN
RELCAPITAL
CAIRN
VIDEOIND
UCOBANK
ALBK
JPASSOCIAT
J&KBANK
ANDHRABANK
RELIGARE
IFCI
CORPBANK
ORIENTBANK
UNITECH
SOBHA
MFSL
GMDCLTD
ESSAROIL
ABIRLANUVO
IDFC
RNAVAL
CGPOWER
ADANIENT
TATASTEEL
JISLJALEQS
JPPOWER
RANBAXY
EIDPARRY
GUJENERGY
INGVYSYABK
JETAIRWAYS
VIJAYABANK
63MOONS
INDIACEM
SUZLON
RTNPOWER
RCF
CASTROLIND
CHAMBLFERT
HDIL
LITL
MARICO
NFL
WIPRO
WELSPUNIND
ERAINFRA
GVPIL
HTMEDIA
AMTEKAUTO
OPTOCIRCUI
SCI
STLTECH
TTML
MHRIL
RENUKA
BEML
KSK
INDIABULLS
GVKPIL
EDUCOMP
EDELWEISS
CHENNPETRO
SINTEX
STERLINBIO
GUJNRECOKE
BGRENERGY
PTC
BLUESTARCO
GTLINFRA
ABAN
HINDOILEXP
HMT
JAICORPLTD
MTNL
PATNI
SUNTECK
NCC
JINDALSAW
IVRCLINFRA
HCC
GTL
GVT&D
ANANTRAJ
PUNJLLOYD
MAHSEAMLES
TRIVENI
EMBDL
DCHL
ESSARPORTS
IIFL
HUBTOWN
KPIL
NAVA
PATELENG
ROLTA
SANOFI
ZEEL
JUBLPHARMA
WOCKPHARMA
BALRAMCHIN
BANKBARODA
HCLTECH
JMFINANCIL
JSWISPAT
BAJAJHIND
NIRMA
PURVA
RNRL
TATAINVEST
RAMCOCEM
ONMOBILE
