Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,M&MFIN,2.7157,0.244978,1.037709,0.375653,0.652139,2.762417,2.3613,3.07
2,ZYDUSLIFE,2.2278,0.215387,0.420545,0.264699,0.813704,1.588763,2.713,1.7426
3,TITAN,2.1581,0.049305,0.901426,0.328631,0.15003,2.742971,1.2682,3.048
4,DISHTV,2.1355,0.218433,0.798639,0.40748,0.536058,1.959947,2.1086,2.1624
5,UBL,2.1054,0.087762,1.420144,0.540777,0.162289,2.626118,1.2949,2.9159
6,TCS,2.0248,0.201406,0.378964,0.274187,0.734555,1.382136,2.5407,1.5089
7,GSKCONS,1.8684,0.059249,0.449427,0.223645,0.264925,2.009558,1.5183,2.2185
8,SUNPHARMA,1.8404,0.191963,0.271657,0.259586,0.739499,1.046502,2.5515,1.1293
9,MOTHERSON,1.7945,0.126173,0.588396,0.347995,0.362572,1.690814,1.7309,1.858
10,HINDZINC,1.6453,0.275143,0.146555,0.318211,0.864656,0.460559,2.824,0.4666
11,TMPV,1.6165,0.103661,0.598612,0.384821,0.269374,1.555561,1.528,1.7051
12,IOB,1.6059,0.074115,0.599782,0.361232,0.205172,1.660381,1.3882,1.8236
13,PETRONET,1.585,0.108933,0.57987,0.391185,0.278471,1.482344,1.5478,1.6222
14,PFIZER,1.5176,0.086581,0.267948,0.228852,0.37833,1.170838,1.7652,1.2699
15,CANBK,1.4331,0.069573,0.492276,0.357881,0.194402,1.375529,1.3648,1.5014
16,APOLLOHOSP,1.4173,0.123509,0.319687,0.323765,0.381477,0.987404,1.7721,1.0625
17,HCLTECH,1.3822,0.118163,0.271758,0.300795,0.392837,0.903465,1.7968,0.9675
18,UCOBANK,1.3644,-0.092528,0.826049,0.397962,-0.232505,2.075698,0.4354,2.2933
19,COROMANDEL,1.3543,-0.086222,0.778826,0.380574,-0.226558,2.046452,0.4484,2.2603
20,RELIGARE,1.2848,0.059449,0.318483,0.291057,0.204251,1.094226,1.3862,1.1833
