Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,TCS,3.4983,0.533659,0.744448,0.223243,2.390488,3.334705,3.742,3.2547
2,DHANI,2.8114,1.18532,1.247694,0.547641,2.16441,2.278305,3.4082,2.2146
3,LTM,2.7819,0.431131,1.460531,0.385585,1.118121,3.787829,1.8631,3.7008
4,RELIANCE,2.5381,0.398041,0.538886,0.228571,1.741436,2.357634,2.7836,2.2927
5,INFY,2.5295,0.265251,0.625404,0.206636,1.283665,3.026597,2.1076,2.9513
6,MINDTREE,2.4587,0.337021,1.225872,0.360087,0.935943,3.404377,1.5941,3.3233
7,MPHASIS,2.3903,0.445958,0.908655,0.337856,1.319962,2.68947,2.1612,2.6194
8,SANOFI,2.1653,0.211127,0.567596,0.209931,1.005698,2.703728,1.6971,2.6335
9,PAGEIND,2.1366,0.475565,0.722865,0.345735,1.375518,2.090807,2.2432,2.03
10,LTTS,2.0834,0.397216,1.236859,0.452977,0.876899,2.730509,1.5069,2.6598
11,PFIZER,2.0387,0.382447,0.715246,0.325877,1.173594,2.194835,1.945,2.1325
12,DABUR,1.9579,0.314145,0.40105,0.230092,1.365301,1.742999,2.2281,1.6876
13,UBL,1.7774,0.406799,0.677812,0.376133,1.081529,1.802054,1.8091,1.7458
14,TECHM,1.6725,0.199228,0.626309,0.28811,0.691499,2.173853,1.2331,2.1118
15,BRITANNIA,1.6393,0.172958,0.363722,0.198225,0.872531,1.834891,1.5005,1.7781
16,JSWSTEEL,1.6383,0.277062,0.545455,0.305905,0.905712,1.783084,1.5494,1.7271
17,HINDUNILVR,1.6117,0.206783,0.297934,0.196952,1.049917,1.512728,1.7624,1.4609
18,GLAXO,1.6109,0.356229,0.191344,0.235142,1.514952,0.813739,2.4491,0.7727
19,BIOCON,1.5992,0.145473,0.94582,0.380132,0.38269,2.488136,0.7771,2.4212
20,TORNTPHARM,1.5482,0.3119,0.309612,0.262776,1.186939,1.178235,1.9647,1.1316
