Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,BATAINDIA,3.3116,0.462299,0.992413,0.298073,1.55096,3.329433,2.5855,4.0378
2,BAJFINANCE,2.1033,0.338496,0.774194,0.350155,0.966703,2.211005,1.5571,2.6496
3,MUTHOOTFIN,1.9363,0.439495,0.581706,0.363719,1.208335,1.599326,1.9824,1.8903
4,TITAN,1.9217,0.432955,0.286519,0.273766,1.581478,1.046584,2.6392,1.2042
5,RBLBANK,1.8654,0.305353,0.470391,0.282441,1.081122,1.665451,1.7585,1.9724
6,PIIND,1.8278,0.376484,0.253507,0.250929,1.500361,1.010276,2.4964,1.1592
7,ADANIPOWER,1.8224,0.928,0.916501,0.713422,1.300772,1.284654,2.1451,1.4997
8,HDFCBANK,1.8211,0.187718,0.241547,0.162367,1.156132,1.487663,1.8905,1.7517
9,MANAPPURAM,1.7338,0.594148,0.217096,0.354816,1.674524,0.611855,2.8029,0.6646
10,AXISBANK,1.7037,0.265158,0.499904,0.298137,0.889383,1.676756,1.421,1.9864
11,UPL,1.6729,0.450715,0.337495,0.338125,1.332981,0.998135,2.2018,1.1441
12,HAVELLS,1.6701,0.2299,0.557774,0.30646,0.75018,1.820057,1.176,2.1643
13,TORNTPHARM,1.6486,0.128654,0.56255,0.261475,0.492032,2.151446,0.7216,2.5756
14,SKFINDIA,1.6427,0.201669,0.201104,0.171527,1.175729,1.172437,1.925,1.3604
15,DIVISLAB,1.6391,0.226664,0.593469,0.322846,0.702081,1.838245,1.0913,2.1869
16,ICICIBANK,1.5434,0.287367,0.413945,0.306558,0.9374,1.3503,1.5055,1.5812
17,AARTIIND,1.5399,0.283634,0.446987,0.317578,0.893116,1.407488,1.4275,1.6522
18,ABFRL,1.5058,0.207114,0.586842,0.336208,0.61603,1.745473,0.9398,2.0717
19,INDIGO,1.4946,0.674758,0.134623,0.41963,1.607985,0.320814,2.6858,0.3034
20,PFC,1.4844,0.522573,0.418203,0.448526,1.165089,0.932394,1.9063,1.0625
