Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,VEDL,2.8481,0.75,2.407252,0.517492,1.449297,4.651766,2.3352,3.3609
2,RECLTD,2.2938,0.481785,1.15348,0.33329,1.44554,3.460885,2.3279,2.2597
3,IGL,2.1677,0.302117,0.864096,0.240709,1.25511,3.589787,1.9565,2.3789
4,CESC,2.1336,0.352412,0.780129,0.247176,1.425754,3.156174,2.2893,1.9779
5,BALKRISIND,2.0807,0.55459,1.235906,0.397701,1.39449,3.107627,2.2283,1.933
6,VAKRANGEE,2.0749,0.390909,0.697806,0.252184,1.550092,2.767048,2.5318,1.618
7,BAJAJFINSV,2.009,0.26703,1.37616,0.329056,0.811504,4.182141,1.0913,2.9266
8,IOC,1.8975,0.308154,0.969219,0.28644,1.075806,3.383672,1.6068,2.1883
9,BIOCON,1.8382,0.165277,1.440565,0.323871,0.510319,4.44796,0.5039,3.1724
10,NATIONALUM,1.6363,0.646932,0.984436,0.461671,1.401285,2.132333,2.2416,1.0311
11,HINDPETRO,1.6302,0.266117,1.290768,0.364963,0.72916,3.536706,0.9307,2.3298
12,TATACOMM,1.606,0.329253,0.929325,0.323324,1.018337,2.874287,1.4947,1.7172
13,SUNTV,1.59,0.570308,1.134296,0.468596,1.217057,2.420629,1.8823,1.2977
14,LTF,1.4764,0.335313,0.959588,0.351505,0.953934,2.729937,1.3691,1.5837
15,EDELWEISS,1.4647,0.326883,1.666103,0.499418,0.654528,3.336091,0.7851,2.1443
16,VTL,1.4309,0.210262,0.749267,0.256862,0.818581,2.917008,1.1051,1.7567
17,IIFL,1.4081,0.455802,1.001,0.427136,1.067112,2.343515,1.5898,1.2264
18,YESBANK,1.3783,0.216764,0.821313,0.28225,0.767983,2.909873,1.0064,1.7501
19,NLCINDIA,1.3688,0.459551,0.59273,0.346403,1.326638,1.7111,2.096,0.6416
20,GAIL,1.366,0.33866,0.411401,0.249974,1.35478,1.645774,2.1509,0.5811
