Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,JAICORPLTD,8.304,9.553281,13.084315,0.659004,14.496534,19.854668,8.7923,7.8157
2,JINDALSTEL,3.4702,3.786688,6.572379,0.630721,6.003744,10.42042,3.1749,3.7656
3,RNRL,3.4136,4.562974,7.07489,0.726814,6.278054,9.73412,3.3563,3.471
4,GOLDTECH,3.1044,1.956839,9.166667,0.678021,2.886103,13.519735,1.1127,5.0962
5,ESSAROIL,2.5381,4.802434,4.999032,0.808865,5.937251,6.180304,3.1309,1.9453
6,NLCINDIA,2.1149,3.231588,3.160097,0.609379,5.303086,5.185768,2.7114,1.5184
7,RELINFRA,1.897,2.628566,2.484051,0.529443,4.964776,4.69182,2.4876,1.3063
8,JPPOWER,1.7453,2.554054,2.836305,0.582008,4.388347,4.873307,2.1064,1.3843
9,IFCI,1.728,1.189024,7.616,0.817718,1.454076,9.313725,0.1655,3.2905
10,EDUCOMP,1.6085,1.094725,5.286494,0.634083,1.726468,8.337225,0.3457,2.8713
11,MRPL,1.4415,2.63103,2.32736,0.624408,4.213637,3.727304,1.9908,0.8923
12,LITL,1.3726,2.843232,2.037268,0.648384,4.385102,3.142069,2.1042,0.641
13,RELCAPITAL,1.351,1.455016,3.230892,0.558564,2.604922,5.784283,0.9268,1.7753
14,KOTAKBANK,1.3197,1.306286,2.354731,0.452501,2.886811,5.203811,1.1132,1.5261
15,JMFINANCIL,1.3008,1.524229,2.20743,0.476372,3.199662,4.633836,1.3201,1.2815
16,LT,1.2786,1.201289,1.955333,0.402331,2.98582,4.860009,1.1787,1.3785
17,ABAN,1.2752,0.633048,3.368952,0.459981,1.37625,7.324114,0.1141,2.4364
18,JSWSTEEL,1.2651,1.116162,2.779436,0.478767,2.331324,5.8054,0.7458,1.7844
19,UCOBANK,1.2523,1.659436,1.786364,0.465104,3.567878,3.84078,1.5637,0.941
20,JPASSOCIAT,1.241,1.923935,1.837399,0.517129,3.720415,3.553076,1.6646,0.8175
