Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,ADANIENSOL,4.0488,1.394327,3.669197,0.567677,2.456196,6.463526,3.1956,4.9021
2,VAKRANGEE,3.7893,0.774096,1.371812,0.267338,2.895568,5.13137,3.8509,3.7276
3,KRBL,2.8902,0.579853,1.688344,0.334058,1.735789,5.054052,2.121,3.6595
4,IGL,2.4629,0.55336,0.840749,0.253076,2.186532,3.322116,2.7933,2.1326
5,SOLARINDS,1.8688,0.353277,0.584652,0.208394,1.695235,2.805515,2.0605,1.6771
6,TATASTEEL,1.834,0.582436,0.691056,0.299658,1.943669,2.306147,2.4311,1.2369
7,HINDUNILVR,1.8302,0.305346,0.514918,0.18466,1.653561,2.788474,1.9984,1.6621
8,RAJESHEXPO,1.8203,0.230794,0.661854,0.189144,1.220199,3.499205,1.352,2.2887
9,JUBLFOOD,1.8144,0.722918,0.73825,0.353377,2.045741,2.089129,2.5833,1.0455
10,TVSMOTOR,1.7518,0.352429,0.787441,0.255852,1.377472,3.077721,1.5865,1.9171
11,EDELWEISS,1.743,0.572742,1.53618,0.464946,1.231846,3.303993,1.3693,2.1166
12,TATACONSUM,1.724,0.535539,0.839153,0.326508,1.640199,2.57008,1.9784,1.4696
13,BATAINDIA,1.6689,0.389465,0.704715,0.261227,1.490906,2.697706,1.7557,1.5821
14,HDFCBANK,1.6646,0.168788,0.445866,0.140379,1.202371,3.176153,1.3254,2.0039
15,BRITANNIA,1.6473,0.318027,0.508955,0.20247,1.570732,2.513727,1.8748,1.4199
16,LTM,1.6016,0.287491,0.541502,0.202848,1.417272,2.669494,1.6459,1.5572
17,RELIANCE,1.5896,0.296302,0.744668,0.247207,1.198601,3.012329,1.3197,1.8595
18,MOTILALOFS,1.5378,0.265081,1.54638,0.40524,0.654133,3.815966,0.5076,2.5679
19,ENDURANCE,1.5356,0.388444,0.80322,0.296967,1.308038,2.704748,1.483,1.5883
20,TITAN,1.5188,0.545657,1.061431,0.406722,1.341595,2.609719,1.533,1.5045
