Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,MRF,3.061,0.728954,0.514252,0.318946,2.285512,1.61235,3.8075,2.3146
2,EICHERMOT,2.9325,0.378782,0.809734,0.290185,1.305315,2.790411,2.0982,3.7668
3,WOCKPHARMA,2.6124,0.636999,1.021644,0.466966,1.364122,2.187833,2.2007,3.024
4,SHREECEM,2.5188,0.507444,0.369435,0.27417,1.850842,1.347469,3.0495,1.9881
5,BRITANNIA,2.425,0.261422,0.469262,0.220025,1.188151,2.132771,1.8939,2.9561
6,BATAINDIA,2.3406,0.249745,1.052694,0.382416,0.653073,2.752748,0.9608,3.7203
7,HINDUNILVR,2.2143,0.273842,0.438615,0.237918,1.150993,1.843552,1.8291,2.5996
8,BOSCHLTD,2.1361,0.238316,0.338458,0.201979,1.179903,1.675709,1.8795,2.3927
9,GODREJCP,2.0888,0.292659,0.38219,0.243626,1.201264,1.568759,1.9167,2.2608
10,CRISIL,2.0392,0.209448,0.585671,0.27668,0.757006,2.116784,1.142,2.9364
11,HAVELLS,2.0119,0.566502,0.355056,0.367905,1.539805,0.965075,2.5071,1.5167
12,ULTRACEMCO,1.993,0.265938,0.402461,0.250152,1.063105,1.608866,1.6758,2.3103
13,APOLLOTYRE,1.9657,0.739332,0.28249,0.432933,1.70773,0.652503,2.7999,1.1314
14,TMPV,1.8338,0.707014,0.248607,0.437502,1.616025,0.568243,2.64,1.0275
15,ITC,1.7596,0.204902,0.292664,0.213065,0.961689,1.37359,1.499,2.0203
16,SUNPHARMA,1.6794,0.228331,0.341586,0.255226,0.894622,1.338367,1.382,1.9768
17,JUBLFOOD,1.6416,0.421801,0.786791,0.544122,0.775196,1.445985,1.1737,2.1095
18,GILLETTE,1.6346,0.228058,0.345282,0.26386,0.864317,1.308581,1.3292,1.9401
19,ASIANPAINT,1.628,0.168397,0.359665,0.237213,0.709897,1.516213,1.0599,2.1961
20,GODREJIND,1.4824,0.382269,0.425753,0.423124,0.903444,1.006213,1.3974,1.5674
