Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,RAJESHEXPO,4.6349,1.658619,2.805114,0.614631,2.69856,4.563898,5.0779,4.1918
2,BRITANNIA,2.5768,0.331502,1.033662,0.307508,1.078028,3.361413,2.1293,3.0243
3,MARUTI,2.286,0.273709,0.537529,0.219639,1.246177,2.447334,2.4352,2.1369
4,ASHOKLEY,2.1933,0.322863,1.307006,0.416419,0.775333,3.138682,1.5785,2.8081
5,DISHTV,2.1841,0.447619,1.007042,0.403675,1.108859,2.494684,2.1854,2.1829
6,APLLTD,2.1421,0.532879,0.650637,0.36763,1.449498,1.769814,2.8052,1.4791
7,ESSAROIL,1.9416,0.805759,0.635348,0.526704,1.529813,1.206271,2.9513,0.9319
8,ZFCVINDIA,1.9254,0.269842,0.874928,0.341746,0.789598,2.560168,1.6044,2.2464
9,3MINDIA,1.914,0.387948,0.773967,0.373726,1.038054,2.070947,2.0565,1.7714
10,IBULHSGFIN,1.8978,0.336549,0.828431,0.366335,0.918692,2.261403,1.8393,1.9564
11,CUMMINSIND,1.7308,0.31271,0.592668,0.323921,0.96539,1.82967,1.9243,1.5372
12,AJANTPHARM,1.6255,0.204714,1.153457,0.449159,0.455772,2.568037,0.997,2.2541
13,AUROPHARMA,1.5831,0.316237,0.752846,0.403477,0.783779,1.865894,1.5939,1.5724
14,BAJAJFINSV,1.5729,0.25493,0.68333,0.350379,0.727585,1.95026,1.4916,1.6543
15,BAJFINANCE,1.568,0.21519,0.846154,0.378208,0.568973,2.237273,1.203,1.9329
16,ZYDUSLIFE,1.5282,0.244683,0.628759,0.337507,0.724971,1.86295,1.4869,1.5695
17,SANOFI,1.48,0.274414,0.379615,0.286283,0.958542,1.326012,1.9118,1.0482
18,HINDPETRO,1.4558,0.341624,0.940741,0.514557,0.663919,1.828254,1.3758,1.5358
19,ABIRLANUVO,1.4374,0.327763,0.372626,0.325201,1.007877,1.145831,2.0016,0.8733
20,DRREDDY,1.3736,0.216353,0.392558,0.274871,0.787109,1.428152,1.5999,1.1474
