Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,MOTILALOFS,3.1432,1.080512,2.390983,0.433653,2.491648,5.513578,2.5301,3.7564
2,RECLTD,2.1303,0.534735,1.632528,0.348287,1.53533,4.687309,1.2021,3.0584
3,HDFCBANK,2.069,0.372441,0.425191,0.146821,2.536701,2.895976,2.5926,1.5453
4,DHFL,1.9077,0.76928,1.199518,0.368656,2.086716,3.253758,1.9678,1.8475
5,IIFL,1.9018,0.923465,1.446146,0.444401,2.078,3.254146,1.9557,1.8478
6,MARUTI,1.8006,0.447453,0.790847,0.237367,1.885071,3.331753,1.6878,1.9134
7,TVSMOTOR,1.7323,0.505068,0.796975,0.259572,1.945771,3.070342,1.7721,1.6926
8,FEDERALBNK,1.7257,0.617098,1.224308,0.358007,1.723703,3.419789,1.4637,1.9878
9,VAKRANGEE,1.6944,0.284255,1.025029,0.241508,1.176998,4.244281,0.7046,2.6842
10,EDELWEISS,1.6885,0.915155,1.627379,0.50797,1.801591,3.20369,1.5719,1.8052
11,GODREJIND,1.6868,0.585838,0.744306,0.27712,2.114025,2.685862,2.0057,1.3678
12,IOC,1.6545,0.427782,1.08083,0.293201,1.459005,3.686313,1.0962,2.2129
13,INDIANB,1.5379,0.330816,2.61675,0.544115,0.60799,4.80919,-0.0855,3.1614
14,BALKRISIND,1.4824,0.614957,1.226344,0.394079,1.560494,3.111926,1.2371,1.7277
15,SUNTV,1.4067,0.807194,1.158794,0.452124,1.785337,2.562999,1.5493,1.264
16,NATCOPHARM,1.4037,0.524546,0.980143,0.335547,1.563254,2.921028,1.2409,1.5664
17,MRF,1.3655,0.376482,1.043436,0.307813,1.223085,3.389836,0.7686,1.9625
18,PEL,1.3558,0.649584,0.92133,0.369915,1.756038,2.490655,1.5086,1.2029
19,BAJAJFINSV,1.3467,0.36716,1.220385,0.340554,1.078124,3.583524,0.5673,2.1261
20,CESC,1.3431,0.578725,0.617401,0.293375,1.972647,2.104477,1.8094,0.8767
