Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,ADANIENSOL,4.8105,1.797444,4.037975,0.562657,3.194565,7.17662,4.1025,5.5184
2,VAKRANGEE,3.1666,0.565281,1.27035,0.253746,2.227738,5.006376,2.6965,3.6367
3,KRBL,2.4186,0.464397,1.579534,0.336085,1.381781,4.699798,1.4663,3.3709
4,IGL,2.3837,0.516917,0.864818,0.249658,2.070501,3.464009,2.4679,2.2995
5,GILLETTE,2.2058,0.426226,0.386464,0.168752,2.525755,2.290133,3.1299,1.2817
6,FRETAIL,2.2049,0.662564,2.085435,0.489957,1.35229,4.256363,1.4234,2.9864
7,TVSMOTOR,1.9205,0.437152,0.772382,0.256555,1.703929,3.010586,1.9348,1.9063
8,RAJESHEXPO,1.8945,0.299251,0.618672,0.192925,1.55113,3.206804,1.7125,2.0765
9,TATASTEEL,1.8727,0.610968,0.729681,0.304684,2.005248,2.394875,2.373,1.3725
10,MOTILALOFS,1.8204,0.608445,1.296113,0.410933,1.480642,3.154074,1.61,2.0307
11,LTF,1.7818,0.576245,0.954789,0.346275,1.664126,2.757317,1.8769,1.6867
12,RELIANCE,1.7541,0.337303,0.776899,0.244804,1.377846,3.173549,1.4605,2.0476
13,HINDUNILVR,1.7375,0.302861,0.48279,0.181917,1.664826,2.653895,1.8779,1.5971
14,BATAINDIA,1.7017,0.404499,0.703673,0.257684,1.569748,2.730758,1.7396,1.6637
15,HDFCBANK,1.5623,0.157083,0.451652,0.141826,1.107578,3.184559,1.0675,2.0572
16,SOLARINDS,1.5607,0.281149,0.588253,0.210345,1.336607,2.796609,1.4006,1.7208
17,BRITANNIA,1.5182,0.334974,0.440181,0.202821,1.651572,2.170288,1.8586,1.1778
18,ENDURANCE,1.4943,0.393678,0.794939,0.297886,1.321573,2.668601,1.3787,1.6098
19,MOTHERSON,1.4914,0.407793,0.658134,0.275101,1.48234,2.392335,1.6125,1.3703
20,DHFL,1.474,0.53186,0.988338,0.388637,1.368527,2.543091,1.447,1.501
