Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,VAKRANGEE,3.7985,0.585496,1.476214,0.243891,2.400642,6.052756,2.6379,4.9592
2,FRETAIL,3.472,1.251072,2.585222,0.498461,2.509868,5.186404,2.7861,4.158
3,RAJESHEXPO,2.4583,0.424962,0.693415,0.197255,2.154384,3.515328,2.3039,2.6126
4,LTF,2.4119,0.809987,1.160338,0.357168,2.267801,3.248713,2.4577,2.366
5,MOTILALOFS,2.2279,0.817851,1.370546,0.416078,1.965618,3.293964,2.0479,2.4079
6,TVSMOTOR,2.1065,0.436862,0.966779,0.271805,1.607264,3.556885,1.5619,2.651
7,HDFCBANK,2.0527,0.271901,0.417777,0.140836,1.930613,2.966401,2.0004,2.105
8,DHFL,1.7812,0.695733,0.962732,0.380578,1.828094,2.529657,1.8614,1.7011
9,GODREJPROP,1.6807,0.645489,0.678922,0.325557,1.982723,2.085417,2.0711,1.2902
10,EDELWEISS,1.6671,0.810801,1.118519,0.46488,1.744108,2.406038,1.7475,1.5867
11,HINDUNILVR,1.6192,0.373447,0.331418,0.180877,2.06465,1.832288,2.1822,1.0561
12,MARUTI,1.6084,0.320752,0.586476,0.218505,1.467938,2.684037,1.3729,1.8438
13,BAJFINANCE,1.5558,0.709524,0.709524,0.37054,1.914838,1.914838,1.979,1.1325
14,BAJAJFINSV,1.502,0.392311,0.916226,0.32377,1.211695,2.829866,1.0254,1.9787
15,PCJEWELLER,1.4887,0.938367,0.667623,0.446428,2.101944,1.495477,2.2328,0.7447
16,HONAUT,1.4435,0.355493,0.355143,0.195634,1.817133,1.815347,1.8465,1.0405
17,KARURVYSYA,1.4324,0.500763,0.483268,0.273243,1.832665,1.768639,1.8676,0.9973
18,IGL,1.4248,0.275629,0.683472,0.24498,1.125107,2.789908,0.908,1.9417
19,RELIANCE,1.336,0.320156,0.543849,0.238569,1.341987,2.279633,1.2021,1.4698
20,HINDPETRO,1.3222,0.46777,0.951968,0.388344,1.204525,2.451352,1.0157,1.6286
