Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,AUROPHARMA,4.8211,1.667274,2.521829,0.467829,3.563857,5.390497,4.4828,5.1594
2,VOLTAS,2.922,1.209556,1.128205,0.417808,2.895004,2.700295,3.4824,2.3615
3,PAGEIND,2.6199,0.469035,1.01728,0.26928,1.74181,3.777778,1.7576,3.4821
4,EICHERMOT,2.597,0.66037,1.103383,0.329081,2.006712,3.352926,2.1538,3.0402
5,APOLLOTYRE,2.3956,1.296784,0.893912,0.471474,2.750489,1.895995,3.2663,1.525
6,MRF,2.3514,0.672172,0.8382,0.312999,2.14752,2.677963,2.3644,2.3383
7,NAUKRI,2.3315,0.999207,0.75139,0.382033,2.615498,1.966818,3.0644,1.5987
8,BHARATFORG,1.9619,0.615233,0.950906,0.365863,1.681596,2.599079,1.6676,2.2562
9,SKFINDIA,1.9128,0.576738,0.451869,0.260265,2.215964,1.736188,2.4668,1.3588
10,AIAENG,1.8621,0.6805,0.702563,0.348394,1.953251,2.01658,2.0739,1.6504
11,CESC,1.8256,0.536206,0.859135,0.342833,1.564044,2.505985,1.4917,2.1594
12,MOTHERSON,1.7134,0.653804,0.886792,0.40248,1.624438,2.203321,1.5821,1.8446
13,CGPOWER,1.6372,0.825249,0.768441,0.445071,1.854195,1.726557,1.9257,1.3488
14,HCLTECH,1.6024,0.322484,0.818393,0.296382,1.088066,2.761277,0.7798,2.4249
15,ZYDUSLIFE,1.5788,0.473021,0.373379,0.246133,1.921809,1.516977,2.0268,1.1308
16,TECHM,1.5524,0.375019,0.724891,0.298876,1.254763,2.42539,1.0292,2.0756
17,ADANIENT,1.5115,0.014066,0.009692,0.007208,1.951551,1.344685,2.0713,0.9516
18,BATAINDIA,1.4092,0.375252,0.607288,0.290034,1.293818,2.093849,1.0876,1.7308
19,SUPREMEIND,1.3202,0.410683,0.493768,0.286618,1.432857,1.722737,1.2955,1.3448
20,BLUEDART,1.3201,0.442112,0.535737,0.309675,1.427664,1.729999,1.2878,1.3524
