Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,UNITECH,13.3435,5.742105,18.900813,0.589899,9.734049,32.040765,12.6983,13.9886
2,OPTOCIRCUI,1.0661,0.48383,1.504446,0.540699,0.894823,2.78241,1.2003,0.9318
3,ACC,1.0145,0.356464,0.936738,0.382948,0.930843,2.446124,1.2472,0.7817
4,ZEEL,1.011,0.617894,0.679073,0.482163,1.281505,1.408391,1.7033,0.3186
5,ABAN,0.9904,0.477105,1.44262,0.560891,0.850621,2.572017,1.1428,0.8379
6,RAMCOCEM,0.9049,0.358894,1.19341,0.479741,0.748099,2.487614,1.0095,0.8003
7,INFY,0.8399,0.268612,0.595646,0.314968,0.852823,1.89113,1.1457,0.5341
8,ULTRACEMCO,0.7932,0.351295,0.831547,0.445213,0.789049,1.86775,1.0627,0.5236
9,STLTECH,0.7731,0.817943,0.45405,0.696061,1.175102,0.652313,1.5649,-0.0188
10,ASTRAZEN,0.7655,0.302984,1.005835,0.467153,0.648575,2.153116,0.88,0.651
11,SHREECEM,0.7602,0.239963,1.231612,0.480401,0.499507,2.56372,0.6861,0.8342
12,GODREJIND,0.7378,0.318457,1.557901,0.634267,0.502086,2.456225,0.6894,0.7863
13,ADANIENT,0.719,0.002053,0.001858,0.002044,1.004073,0.908697,1.3424,0.0957
14,MARICO,0.7003,0.288214,0.828131,0.444712,0.648091,1.862173,0.8794,0.5211
15,THERMAX,0.6935,0.217372,1.135095,0.475324,0.457314,2.388045,0.6312,0.7558
16,AMBUJACEM,0.6898,0.244116,0.73644,0.390881,0.624528,1.884053,0.8487,0.5309
17,CIPLA,0.6529,0.169798,0.841692,0.377665,0.449598,2.228672,0.6212,0.6847
18,IPCL,0.6351,0.302794,0.656112,0.444783,0.680768,1.475129,0.9219,0.3484
19,SIEMENS,0.6314,0.111443,1.348462,0.486039,0.229288,2.77439,0.3346,0.9282
20,GRASIM,0.6085,0.243675,0.729242,0.430975,0.565404,1.692076,0.7718,0.4452
