Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,HINDUNILVR,3.6046,0.309429,0.207828,0.419113,0.738295,0.495875,2.9043,4.3049
2,BPCL,2.9838,1.328947,-0.395904,0.986312,1.347391,-0.401399,4.3457,1.6218
3,HEROMOTOCO,2.9122,0.172817,0.119336,0.415039,0.416388,0.287529,2.1425,3.6819
4,HINDPETRO,2.8231,1.72,-0.477727,1.5849,1.085242,-0.301424,3.7254,1.9208
5,GLAXO,2.5456,0.0119,0.112371,0.327493,0.036335,0.343127,1.2431,3.8482
6,UNIONBANK,1.9903,0.376582,-0.29774,0.623075,0.604393,-0.477856,2.5874,1.3932
7,GODREJCP,1.9859,0.056823,-0.045945,0.39549,0.143677,-0.116171,1.4971,2.4747
8,COLPAL,1.8236,0.040638,-0.072805,0.366131,0.110994,-0.19885,1.4198,2.2275
9,TATACOMM,1.794,0.341367,-0.359864,0.685772,0.497784,-0.524757,2.3351,1.2529
10,INDIANB,1.7307,0.371737,-0.411779,0.678957,0.547511,-0.606488,2.4528,1.0085
11,DABUR,1.6957,0.162701,-0.225364,0.491508,0.331024,-0.458516,1.9405,1.451
12,PNB,1.6656,0.21869,-0.294801,0.561791,0.389272,-0.524752,2.0783,1.2529
13,PGHH,1.6077,0.005395,-0.082039,0.304459,0.017721,-0.269457,1.199,2.0163
14,BANKINDIA,1.5848,0.142393,-0.294063,0.669825,0.212583,-0.439014,1.6602,1.5093
15,SANOFI,1.5652,0.171051,-0.246761,0.392418,0.43589,-0.628822,2.1886,0.9417
16,SUNPHARMA,1.4136,-0.145681,-0.05639,0.445616,-0.32692,-0.126545,0.3834,2.4437
17,LUPIN,1.3748,-0.153435,-0.071429,0.468996,-0.327157,-0.152301,0.3829,2.3667
18,NTPC,1.2898,0.110461,-0.336182,0.531502,0.207829,-0.632513,1.6489,0.9307
19,BANKBARODA,1.2814,0.22401,-0.463538,0.604335,0.370671,-0.767021,2.0343,0.5285
20,CIPLA,1.2771,-0.100913,-0.11369,0.40618,-0.248444,-0.279901,0.5692,1.9851
