Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,PANACEABIO,3.5844,2.07021,3.057345,0.47606,4.348635,6.42219,4.5739,2.5949
2,PIDILITIND,3.279,1.214165,1.850475,0.301893,4.021834,6.129565,4.136,2.422
3,OPTOCIRCUI,3.1677,1.215141,5.720049,0.569868,2.132318,10.037492,1.6039,4.7314
4,HCC,2.7934,0.900108,3.57013,0.41241,2.182558,8.656756,1.6713,3.9154
5,FEL,2.777,1.600865,3.572463,0.531528,3.011818,6.721122,2.7825,2.7716
6,BEML,2.5441,1.618275,2.631003,0.493685,3.277953,5.329321,3.1391,1.9491
7,UNITDSPR,2.3112,1.00067,5.274001,0.629956,1.588477,8.372019,0.8752,3.7472
8,DCMSHRIRAM,2.23,0.891892,2.803383,0.412485,2.162242,6.79633,1.644,2.816
9,VOLTAS,1.8245,0.953429,1.973898,0.400496,2.38062,4.928631,1.9367,1.7123
10,TATACONSUM,1.8031,0.667694,0.961926,0.241452,2.765332,3.983928,2.4522,1.154
11,TITAN,1.6905,1.202889,2.535307,0.533042,2.256649,4.756298,1.7706,1.6105
12,EIDPARRY,1.6245,0.741245,2.075073,0.389216,1.904456,5.331414,1.2986,1.9503
13,HLVLTD,1.5589,0.718123,2.606658,0.4492,1.598672,5.802894,0.8888,2.2289
14,GAMMONIND,1.4971,0.53332,2.769193,0.431558,1.235803,6.416742,0.4026,2.5917
15,VTL,1.4924,0.766406,1.185391,0.317646,2.412769,3.7318,1.9798,1.005
16,RELCAPITAL,1.4396,1.233923,2.003242,0.532043,2.319216,3.765187,1.8544,1.0248
17,CONCOR,1.4116,0.69708,0.905334,0.278403,2.503852,3.251881,2.1018,0.7214
18,ITC,1.3746,0.634568,0.841315,0.258989,2.450169,3.248455,2.0299,0.7194
19,SIEMENS,1.3329,0.514039,1.146938,0.266939,1.925679,4.29663,1.327,1.3388
20,ABB,1.2691,0.505134,1.267163,0.285611,1.768611,4.436677,1.1166,1.4216
