Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,SBIN,3.0828,0.486981,0.700201,0.197632,2.464082,3.542957,3.466,2.6996
2,ASHOKLEY,2.8127,0.608732,0.971101,0.28227,2.15656,3.440328,3.021,2.6044
3,SHRIRAMFIN,2.6979,0.717812,0.974775,0.319445,2.247057,3.05146,3.1519,2.2438
4,EICHERMOT,2.3908,0.345356,0.709101,0.211682,1.631486,3.349846,2.2611,2.5205
5,FEDERALBNK,2.3773,0.485233,0.636374,0.237546,2.042694,2.678954,2.8562,1.8984
6,LTF,2.3081,0.351053,1.187865,0.303575,1.156396,3.912922,1.5736,3.0426
7,INDIANB,2.2986,0.464933,0.932835,0.291101,1.597155,3.204512,2.2114,2.3857
8,CANBK,2.1001,0.408481,0.827143,0.277971,1.46951,2.975646,2.0267,2.1735
9,NATIONALUM,2.0592,0.770251,0.866156,0.399221,1.929386,2.169618,2.6922,1.4262
10,BHARATFORG,2.0133,0.587384,0.698892,0.317918,1.847594,2.198337,2.5739,1.4528
11,ABCAPITAL,2.0103,0.188465,1.266597,0.307512,0.612873,4.118857,0.7871,3.2335
12,VEDL,1.9865,0.580452,0.708843,0.321407,1.805971,2.205435,2.5136,1.4594
13,BANKINDIA,1.9649,0.501768,0.753575,0.308726,1.625287,2.44092,2.2522,1.6777
14,GVT&D,1.9339,0.35812,1.517697,0.422878,0.846863,3.58897,1.1257,2.7422
15,APLAPOLLO,1.877,0.325611,0.681823,0.248554,1.310023,2.743165,1.7959,1.958
16,UNIONBANK,1.8014,0.448619,0.8072,0.325937,1.376397,2.47655,1.892,1.7108
17,CUMMINSIND,1.7209,0.2568,0.785981,0.266616,0.96318,2.947985,1.294,2.1479
18,MFSL,1.6591,0.127049,0.767736,0.223732,0.567864,3.431508,0.7219,2.5962
19,AUBANK,1.6349,0.295001,0.821088,0.300426,0.981942,2.733076,1.3212,1.9486
20,IOC,1.4703,0.247596,0.504989,0.227948,1.086196,2.215371,1.472,1.4686
