Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,BRITANNIA,2.8357,0.539863,1.947984,0.33492,1.611916,5.816271,2.4358,3.2356
2,PAGEIND,2.8194,0.712596,1.715114,0.355237,2.005972,4.828084,3.0939,2.5449
3,AJANTPHARM,2.7788,0.666051,2.762505,0.458068,1.454046,6.030779,2.1721,3.3856
4,SPARC,2.0532,1.208378,1.661415,0.612319,1.973444,2.713315,3.0396,1.0668
5,GILLETTE,2.0048,0.387809,1.43986,0.324613,1.194682,4.435626,1.7389,2.2706
6,EMAMILTD,1.9984,0.434783,1.508621,0.350319,1.241103,4.306414,1.8164,2.1803
7,ZFCVINDIA,1.9264,0.301013,1.651135,0.335466,0.8973,4.92192,1.2422,2.6105
8,EICHERMOT,1.9232,0.292392,1.977343,0.379197,0.771081,5.214549,1.0314,2.8151
9,SOLARINDS,1.8927,0.287759,1.794386,0.35612,0.808039,5.038714,1.0932,2.6922
10,INDUSTOWER,1.8781,0.597764,1.053828,0.358296,1.668353,2.94122,2.53,1.2261
11,DISHTV,1.7833,0.626506,1.091942,0.388937,1.610818,2.807507,2.4339,1.1326
12,STAR,1.7753,0.670719,1.551508,0.475476,1.410627,3.263066,2.0996,1.451
13,BHARATFORG,1.7671,0.309881,1.68692,0.367208,0.843883,4.593908,1.153,2.3813
14,WHIRLPOOL,1.7187,0.206787,2.110883,0.402526,0.513723,5.244093,0.6016,2.8357
15,BAJAJCON,1.6981,0.500081,1.171087,0.368958,1.355387,3.174035,2.0073,1.3888
16,MARICO,1.6114,0.363101,0.92807,0.29129,1.246527,3.18607,1.8255,1.3972
17,BEL,1.5628,0.553718,1.527933,0.473137,1.170312,3.229367,1.6982,1.4275
18,LUPIN,1.513,0.244315,0.912325,0.254298,0.960743,3.587614,1.3482,1.6779
19,BAJAJFINSV,1.5084,0.433695,0.858577,0.32281,1.343498,2.659697,1.9875,1.0293
20,PIIND,1.4966,0.483201,1.480633,0.451523,1.070158,3.279195,1.5309,1.4623
