Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,TTML,9.8549,4.199461,13.342007,0.679195,6.183002,19.643868,9.0201,10.6896
2,FLUOROCHEM,2.596,0.496235,4.023736,0.523632,0.947679,7.684285,1.3414,3.8506
3,TRIDENT,2.4745,0.831633,2.792254,0.508282,1.636163,5.493508,2.3512,2.5978
4,TATAELXSI,2.2214,0.535303,2.30222,0.417401,1.282466,5.515605,1.8325,2.6104
5,CGPOWER,1.9942,0.575855,1.953243,0.428233,1.344725,4.561174,1.9238,2.0646
6,ADANIGREEN,1.871,0.902437,0.891591,0.423028,2.133278,2.107639,3.0804,0.6616
7,TATAPOWER,1.7485,0.67084,1.640927,0.470089,1.427048,3.490672,2.0445,1.4525
8,PERSISTENT,1.6434,0.349262,1.556798,0.361573,0.965953,4.30563,1.3682,1.9185
9,ATGL,1.6179,0.733738,1.709573,0.536519,1.367591,3.186416,1.9573,1.2785
10,ADANIENSOL,1.4995,0.548848,1.784856,0.508376,1.07961,3.510895,1.5349,1.464
11,BAJAJHLDNG,1.449,0.296787,0.921494,0.275695,1.076504,3.342435,1.5304,1.3677
12,SRF,1.3298,0.221629,1.507751,0.365101,0.607034,4.129678,0.8418,1.8179
13,JSWENERGY,1.2817,-0.115135,2.904353,0.472792,-0.243521,6.142977,-0.4057,2.9692
14,SCHAEFFLER,1.2365,0.3374,0.819569,0.314346,1.07334,2.607221,1.5257,0.9473
15,SOLARINDS,1.2289,0.366307,1.276723,0.415535,0.881531,3.072483,1.2444,1.2133
16,LINDEINDIA,1.2152,0.421755,1.165532,0.425159,0.991992,2.741401,1.4064,1.024
17,INDHOTEL,1.104,0.319768,1.298668,0.432685,0.739031,3.001419,1.0354,1.1727
18,GRINDWELL,1.0601,0.300741,0.991831,0.371719,0.809053,2.668225,1.1381,0.9822
19,PAGEIND,1.0504,0.37334,0.430812,0.29481,1.266375,1.461322,1.8089,0.292
20,THERMAX,1.05,0.49987,0.505534,0.37972,1.316415,1.331332,1.8822,0.2177
