Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,FRETAIL,3.4917,1.06228,2.619801,0.504818,2.104283,5.189597,2.7137,4.2697
2,VAKRANGEE,3.2147,0.494027,1.142238,0.242859,2.034213,4.703295,2.6104,3.8189
3,MOTILALOFS,2.7445,0.798211,1.599596,0.414351,1.926414,3.860487,2.4515,3.0376
4,RAJESHEXPO,2.7274,0.400325,0.740442,0.19995,2.002124,3.703134,2.5631,2.8917
5,TVSMOTOR,2.617,0.525363,0.886719,0.259023,2.028244,3.423317,2.6016,2.6323
6,HONAUT,2.519,0.571586,0.696039,0.249328,2.292504,2.79166,2.9912,2.0467
7,IGL,2.5103,0.44243,0.927963,0.254188,1.740559,3.65069,2.1775,2.8431
8,HDFCBANK,2.2577,0.263965,0.393126,0.138396,1.907318,2.840591,2.4234,2.0921
9,LTF,2.1835,0.586824,1.1195,0.359267,1.633392,3.116067,2.0195,2.3475
10,GODREJPROP,2.085,0.630278,0.863349,0.339143,1.858439,2.545676,2.3513,1.8187
11,EDELWEISS,1.8608,0.702506,1.238532,0.469512,1.496245,2.637912,1.8173,1.9042
12,GILLETTE,1.7525,0.344979,0.263016,0.169666,2.033282,1.550202,2.6091,0.8959
13,MARUTI,1.6636,0.342194,0.432635,0.21272,1.608661,2.033827,1.9831,1.3442
14,DHFL,1.5065,0.496664,0.889806,0.394937,1.257578,2.25303,1.4655,1.5474
15,TATASTEEL,1.5001,0.34713,0.764841,0.310641,1.117464,2.462137,1.2589,1.7413
16,HINDUNILVR,1.4996,0.286395,0.315147,0.181821,1.575152,1.733283,1.9337,1.0656
17,BAJFINANCE,1.4189,0.559322,0.628319,0.373464,1.497659,1.682406,1.8194,1.0184
18,MGL,1.4145,0.217933,0.759987,0.272917,0.798531,2.784678,0.7887,2.0403
19,ASHOKLEY,1.3903,0.465476,0.50489,0.311102,1.496216,1.622907,1.8173,0.9633
20,COROMANDEL,1.3862,0.376334,0.766558,0.34182,1.10097,2.242575,1.2346,1.5377
