Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,WOCKPHARMA,3.7307,0.610322,2.387537,0.414972,1.470758,5.753495,2.2767,5.1848
2,GITANJALI,3.1482,0.774351,0.676243,0.279301,2.772456,2.421196,4.1931,2.1034
3,UNITDSPR,2.6229,0.63275,2.418981,0.601222,1.052439,4.023439,1.6608,3.585
4,HCLTECH,2.405,0.38613,0.651828,0.242283,1.593712,2.690353,2.4577,2.3523
5,SHRIRAMCIT,2.2816,0.387333,0.689123,0.263227,1.471481,2.617983,2.2777,2.2854
6,GSKCONS,2.2452,0.445203,0.647907,0.277891,1.602079,2.331516,2.47,2.0205
7,ASIANPAINT,2.2244,0.272735,0.618894,0.217716,1.252712,2.842668,1.9557,2.4931
8,INGVYSYABK,2.1321,0.371403,0.555317,0.247247,1.502153,2.245997,2.3229,1.9414
9,RAMCOCEM,1.8973,0.331989,0.62087,0.278342,1.19274,2.230603,1.8674,1.9272
10,BERGEPAINT,1.8659,0.312815,0.849763,0.33182,0.942727,2.560917,1.4993,2.2326
11,PIDILITIND,1.8402,0.287598,0.649156,0.276334,1.040762,2.349174,1.6436,2.0368
12,LTF,1.8264,0.562564,0.6,0.376147,1.495593,1.595119,2.3132,1.3395
13,KANSAINER,1.8011,0.334717,0.362466,0.228323,1.465979,1.587514,2.2696,1.3325
14,SUNPHARMA,1.7351,0.202679,0.406212,0.19289,1.050746,2.105923,1.6583,1.8119
15,EMAMILTD,1.7311,0.215908,0.536872,0.23357,0.924383,2.298549,1.4723,1.99
16,MOTHERSON,1.5989,0.264592,0.580471,0.287498,0.920326,2.019041,1.4663,1.7315
17,GODREJCP,1.5425,0.171883,0.626335,0.267673,0.64214,2.339928,1.0567,2.0282
18,ZEEL,1.4724,0.201919,0.723268,0.325394,0.620537,2.222749,1.0249,1.9199
19,J&KBANK,1.4716,0.321351,0.401567,0.28458,1.129212,1.411086,1.7738,1.1693
20,SUNDARMFIN,1.4348,0.18406,0.471297,0.244248,0.753577,1.929586,1.2208,1.6488
