Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,ITC,2.8545,0.394587,0.727542,0.180534,2.185673,4.029955,2.9223,2.7868
2,PFC,2.6849,0.606754,1.120268,0.29155,2.081135,3.842463,2.7537,2.616
3,CHOLAFIN,2.3951,0.635781,0.871896,0.28987,2.193336,3.007891,2.9346,1.8556
4,ABB,2.3213,0.600639,0.902118,0.292103,2.056258,3.088357,2.7136,1.9289
5,IDFCFIRSTB,2.2493,0.408236,1.450156,0.330728,1.234356,4.384734,1.3885,3.11
6,RECLTD,2.0552,0.452581,0.839408,0.26702,1.694933,3.143619,2.1311,1.9793
7,LTF,2.0306,0.550581,0.909091,0.309308,1.780042,2.939111,2.2683,1.7929
8,HAL,1.9717,0.47407,1.058114,0.318305,1.489355,3.324212,1.7996,2.1438
9,CGPOWER,1.9365,0.414689,1.024064,0.298842,1.387655,3.42678,1.6357,2.2372
10,ZFCVINDIA,1.9092,0.377699,0.66392,0.228821,1.650634,2.901487,2.0597,1.7587
11,ZYDUSLIFE,1.7866,0.382541,0.62221,0.233937,1.635231,2.659735,2.0348,1.5384
12,ABCAPITAL,1.7438,0.312669,1.099133,0.302669,1.033039,3.631464,1.0639,2.4237
13,CUMMINSIND,1.7295,0.337548,0.843103,0.26537,1.271989,3.177084,1.4492,2.0098
14,SUNDRMFAST,1.7085,0.286191,0.72991,0.229718,1.245835,3.177418,1.407,2.0101
15,SUPREMEIND,1.5941,0.32742,0.910567,0.290396,1.127494,3.135606,1.2162,1.972
16,APOLLOTYRE,1.5759,0.234965,1.117506,0.301188,0.780126,3.710321,0.6561,2.4956
17,AUROPHARMA,1.4901,0.618923,0.367194,0.298307,2.074788,1.230928,2.7435,0.2367
18,TMPV,1.478,0.511507,0.426769,0.27317,1.872489,1.562287,2.4173,0.5386
19,M&MFIN,1.3958,0.480043,0.928049,0.378564,1.268062,2.451497,1.4428,1.3487
20,POLYCAB,1.375,0.348971,0.552692,0.251669,1.386628,2.196111,1.634,1.116
