Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,ADANIENSOL,3.1675,0.528905,1.821294,0.487708,1.084471,3.734394,2.4629,3.8721
2,ATGL,3.1247,0.510509,1.958669,0.514091,0.993032,3.809966,2.2971,3.9524
3,VBL,2.6688,0.524782,0.773151,0.359123,1.461288,2.15289,3.1461,2.1915
4,SCHAEFFLER,2.6405,0.257843,1.162779,0.348957,0.738897,3.332156,1.8363,3.4447
5,ADANIGREEN,2.4152,0.565719,1.179561,0.514478,1.099598,2.292734,2.4903,2.3401
6,ITC,2.3761,0.34888,0.45679,0.25689,1.358091,1.778156,2.959,1.7933
7,M&M,2.2993,0.387212,0.490024,0.291263,1.329426,1.682414,2.907,1.6915
8,CGPOWER,2.2828,0.042698,1.580988,0.421934,0.101197,3.747005,0.68,3.8855
9,FLUOROCHEM,2.2232,0.149555,1.595889,0.486151,0.307631,3.282703,1.0543,3.3921
10,HAL,2.1754,0.398726,0.586426,0.340737,1.170188,1.721053,2.6183,1.7326
11,TATAELXSI,1.9907,0.36987,0.865847,0.444196,0.832672,1.949245,2.0063,1.9751
12,LINDEINDIA,1.9252,0.329767,0.933123,0.46071,0.715781,2.025402,1.7944,2.056
13,TVSMOTOR,1.8658,0.317537,0.40559,0.302194,1.050773,1.34215,2.4017,1.3299
14,ADANIENT,1.8404,0.039499,0.058389,0.040745,0.969424,1.433053,2.2543,1.4265
15,INDHOTEL,1.7881,0.31806,0.721364,0.422943,0.752016,1.705582,1.8601,1.7161
16,PHOENIXLTD,1.6401,0.308843,0.508384,0.382021,0.808445,1.330773,1.9624,1.3178
17,TIINDIA,1.5833,0.140196,0.839438,0.414353,0.338348,2.0259,1.11,2.0565
18,BLUEDART,1.4609,0.18993,0.395543,0.30327,0.626274,1.304261,1.6321,1.2897
19,SOLARINDS,1.4572,0.153445,0.698001,0.405673,0.378248,1.720602,1.1824,1.7321
20,ABB,1.3932,0.173284,0.485336,0.347802,0.498225,1.395438,1.3999,1.3866
