Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,GLENMARK,3.1837,0.383467,0.864844,0.49561,0.773727,1.745008,2.8711,3.4963
2,LUPIN,2.6238,0.428001,0.222937,0.381329,1.122392,0.584632,3.8195,1.4282
3,BFUTILITIE,2.6173,1.016804,0.053788,0.701053,1.450395,0.076724,4.7116,0.523
4,ESSAROIL,2.5226,-0.172998,2.669524,1.101491,-0.157059,2.423556,0.3395,4.7056
5,SUNPHARMA,2.415,0.162427,0.560493,0.391804,0.414561,1.430544,1.8943,2.9358
6,ZYDUSLIFE,2.313,0.404483,0.075793,0.355652,1.137299,0.213109,3.86,0.766
7,SHRIRAMFIN,1.8561,-0.118697,0.820727,0.445397,-0.266497,1.842685,0.0419,3.6703
8,CIPLA,1.6826,0.118677,0.242907,0.341591,0.347424,0.711106,1.7117,1.6536
9,CHAMBLFERT,1.5696,0.427729,0.466667,1.0044,0.425855,0.464622,1.925,1.2143
10,HEROMOTOCO,1.5494,0.083129,0.282903,0.375291,0.221504,0.753823,1.3692,1.7297
11,CAIRN,1.5203,0.062056,0.476943,0.539719,0.114978,0.883689,1.0794,1.9612
12,DIVISLAB,1.4778,0.15676,0.294662,0.527844,0.296981,0.558237,1.5745,1.3811
13,ASIANPAINT,1.4654,0.060607,0.281755,0.375178,0.161543,0.750992,1.2061,1.7247
14,LICHSGFIN,1.4358,0.09126,0.552877,0.717751,0.127147,0.77029,1.1125,1.7591
15,GAIL,1.4054,0.06373,0.365528,0.497509,0.128098,0.734716,1.1151,1.6957
16,ROLTA,1.3803,0.133573,0.379253,0.646438,0.206629,0.586681,1.3287,1.4318
17,ONGC,1.3668,0.087356,0.287643,0.47466,0.184038,0.605997,1.2673,1.4663
18,JINDALSTEL,1.3609,-0.217127,1.102242,0.875766,-0.247928,1.258603,0.0924,2.6294
19,HINDUNILVR,1.3563,0.110545,0.158539,0.373924,0.295635,0.423989,1.5708,1.1419
20,STERLINBIO,1.204,0.122309,0.090304,0.393262,0.311012,0.229628,1.6126,0.7955
