Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,ADANIGREEN,6.6923,0.81528,7.090517,0.573192,1.422352,12.370233,2.7723,10.6123
2,TATACOMM,2.4206,1.31519,0.952582,0.65924,1.995009,1.444969,3.8441,0.9971
3,DIVISLAB,2.3583,0.485849,0.915553,0.351384,1.382673,2.605564,2.698,2.0186
4,CIPLA,2.3555,0.705882,0.5742,0.374638,1.884174,1.532682,3.6367,1.0743
5,SYNGENE,2.2049,0.559889,0.520681,0.329272,1.700382,1.581307,3.2927,1.1171
6,IPCALAB,2.0524,0.413216,1.108124,0.409603,1.00882,2.705358,1.9983,2.1064
7,DRREDDY,1.9407,0.354619,0.751002,0.327415,1.083086,2.29373,2.1373,1.7441
8,HAL,1.861,0.611152,0.893948,0.496758,1.230281,1.799564,2.4128,1.3092
9,COROMANDEL,1.8583,0.200726,1.128499,0.352712,0.569094,3.199491,1.1753,2.5413
10,ZYDUSLIFE,1.8432,0.475741,0.729759,0.398004,1.195315,1.833545,2.3474,1.3391
11,TATACONSUM,1.7982,0.38385,1.083649,0.444615,0.863331,2.437276,1.726,1.8705
12,BAYERCROP,1.7741,0.376379,0.851768,0.391669,0.960962,2.174716,1.9087,1.6394
13,APLLTD,1.6963,0.525297,0.798406,0.473958,1.10832,1.684549,2.1845,1.208
14,MUTHOOTFIN,1.536,0.592248,0.834555,0.569455,1.040026,1.465533,2.0567,1.0152
15,TORNTPHARM,1.5113,0.332379,0.68084,0.383217,0.867339,1.776644,1.7335,1.289
16,BIOCON,1.4531,0.280539,0.721931,0.377929,0.742307,1.910229,1.4995,1.4066
17,JUBLPHARMA,1.3963,0.508371,0.808394,0.562376,0.90397,1.437462,1.8021,0.9905
18,RELIANCE,1.3839,0.409661,0.64505,0.455086,0.900184,1.417422,1.795,0.9729
19,ESCORTS,1.3834,0.29098,1.336544,0.587082,0.495638,2.27659,1.0378,1.729
20,PIIND,1.3427,0.25822,0.733464,0.396108,0.651892,1.851676,1.3303,1.3551
