Rank,Symbol,MomentumScore,Return6M,Return12M,AnnualVolatility,Ratio6M,Ratio12M,Z_6M,Z_12M
1,ADANIGREEN,8.0409,1.553092,6.342282,0.563859,2.754399,11.247998,5.3908,10.6909
2,ABBOTINDIA,2.3972,0.275548,1.091291,0.362513,0.760103,3.010349,1.8206,2.9738
3,DRREDDY,2.2972,0.432178,0.550424,0.323887,1.334348,1.699431,2.8486,1.7457
4,IPCALAB,2.1389,0.408884,0.719686,0.383753,1.065488,1.875386,2.3673,1.9106
5,COROMANDEL,2.0807,0.399708,0.547937,0.346363,1.154014,1.581973,2.5258,1.6357
6,AJANTPHARM,2.0125,0.526431,0.450143,0.399873,1.316497,1.125716,2.8167,1.2082
7,DMART,1.9842,0.297346,0.827283,0.389674,0.763064,2.123012,1.8259,2.1425
8,APLLTD,1.9506,0.530862,0.642987,0.47227,1.124065,1.361483,2.4722,1.4291
9,DIVISLAB,1.9474,0.32345,0.506922,0.321189,1.007038,1.578267,2.2627,1.6322
10,BAYERCROP,1.8516,0.454429,0.38447,0.379876,1.196256,1.012094,2.6014,1.1018
11,TORNTPHARM,1.8419,0.311868,0.627387,0.373267,0.835509,1.680799,1.9556,1.7283
12,BIOCON,1.6587,0.357765,0.439727,0.389218,0.919188,1.129769,2.1054,1.212
13,ZYDUSLIFE,1.6507,0.401404,0.39981,0.406695,0.98699,0.983071,2.2268,1.0746
14,GUJENERGY,1.6378,0.311017,0.569705,0.409648,0.759229,1.390718,1.819,1.4565
15,MUTHOOTFIN,1.5514,0.446704,0.543511,0.525814,0.849547,1.033656,1.9807,1.122
16,ESCORTS,1.5388,0.540777,0.522962,0.591709,0.913924,0.883817,2.096,0.9816
17,SANOFI,1.5342,0.11832,0.47916,0.269146,0.439615,1.780299,1.2469,1.8215
18,BHARTIARTL,1.5199,0.267707,0.635763,0.442993,0.604313,1.435152,1.5417,1.4981
19,AUROPHARMA,1.4751,0.759854,0.160466,0.646466,1.175396,0.24822,2.5641,0.3862
20,RELAXO,1.4259,0.143693,0.604352,0.367861,0.390617,1.642884,1.1591,1.6927
