Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,0.392255,0.028863,13.5902
2,HINDALCO,0.218287,0.021541,10.1334
3,NATIONALUM,0.245692,0.02948,8.3341
4,MARUTI,0.128814,0.020993,6.1361
5,SCHAEFFLER,0.138942,0.022948,6.0546
6,SUNPHARMA,0.097806,0.016327,5.9903
7,CHOLAFIN,0.158323,0.026554,5.9622
8,BANKBARODA,0.147915,0.028078,5.268
9,SRF,0.126295,0.025664,4.921
10,ONGC,0.10123,0.021325,4.7471
11,BAJAJ-AUTO,0.070579,0.015646,4.5109
12,EICHERMOT,0.07335,0.01768,4.1487
13,AXISBANK,0.074603,0.019361,3.8533
14,ADANIENSOL,0.089113,0.025542,3.4889
15,SIEMENS,0.066838,0.021254,3.1447
16,SUVENPHAR,0.071868,0.023424,3.0682
17,PAGEIND,0.060945,0.020613,2.9566
18,PIDILITIND,0.048221,0.017013,2.8343
19,FEDERALBNK,0.059853,0.023212,2.5785
20,JSWENERGY,0.061661,0.0259,2.3808
