Rank,Symbol,Momentum,Volatility,Score
1,LTF,0.591289,0.018352,32.2186
2,CHOLAFIN,0.516962,0.018026,28.6783
3,ASTRAL,0.446374,0.015685,28.4579
4,TMPV,0.386449,0.015199,25.4262
5,IDFCFIRSTB,0.432605,0.017351,24.9323
6,INDIGO,0.345455,0.014006,24.664
7,GODREJPROP,0.477331,0.019735,24.1876
8,DIXON,0.487855,0.020346,23.9774
9,BAJFINANCE,0.364583,0.015566,23.4219
10,M&MFIN,0.43215,0.019104,22.6212
11,RECLTD,0.398895,0.017634,22.6202
12,M&M,0.267428,0.0119,22.4738
13,LUPIN,0.352963,0.015835,22.2906
14,ITC,0.20691,0.009502,21.7757
15,UNITDSPR,0.214546,0.009864,21.7506
16,TITAN,0.195106,0.009032,21.6023
17,ASIANPAINT,0.191989,0.009004,21.3234
18,ETERNAL,0.446809,0.021142,21.1337
19,BAJAJFINSV,0.273743,0.013059,20.9622
20,ENDURANCE,0.313266,0.015132,20.7025
