Rank,Symbol,Momentum,Volatility,Score
1,TORNTPOWER,0.520341,0.02143,24.281
2,ADANIENSOL,0.740064,0.033002,22.425
3,BATAINDIA,0.400785,0.018108,22.1335
4,FINCABLES,0.315464,0.015482,20.3759
5,IGL,0.368957,0.019409,19.0096
6,BRITANNIA,0.214562,0.011463,18.718
7,OIL,0.310851,0.018707,16.6166
8,GILLETTE,0.139061,0.008866,15.685
9,TATASTEEL,0.254804,0.016572,15.3752
10,GAIL,0.272435,0.017817,15.2906
11,KRBL,0.353104,0.02341,15.0834
12,GODREJPROP,0.306863,0.020619,14.8825
13,PCJEWELLER,0.393644,0.026963,14.5992
14,UBL,0.275683,0.01931,14.2765
15,TATACONSUM,0.35403,0.02534,13.9711
16,BAJAJ-AUTO,0.162499,0.011862,13.6988
17,DHFL,0.390493,0.028616,13.6462
18,TECHM,0.206485,0.015275,13.5175
19,MOTILALOFS,0.30592,0.023047,13.2735
20,WHIRLPOOL,0.204546,0.015641,13.0779
