Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,0.285218,0.028863,9.8818
2,CHOLAFIN,0.195626,0.026554,7.367
3,HINDALCO,0.129377,0.021541,6.006
4,AAVAS,0.126855,0.028178,4.5018
5,ONGC,0.088225,0.021325,4.1372
6,BANKBARODA,0.113573,0.028078,4.0449
7,MARUTI,0.084858,0.020993,4.0422
8,NATIONALUM,0.117149,0.02948,3.9738
9,JSWENERGY,0.100137,0.0259,3.8664
10,BAJAJ-AUTO,0.055972,0.015646,3.5773
11,SUNPHARMA,0.05567,0.016327,3.4096
12,LINDEINDIA,0.079192,0.023565,3.3606
13,OIL,0.092385,0.029144,3.1699
14,EICHERMOT,0.049652,0.01768,2.8084
15,FEDERALBNK,0.050952,0.023212,2.195
16,ADANIENSOL,0.052397,0.025542,2.0514
17,SRF,0.051964,0.025664,2.0247
18,TITAN,0.035921,0.018219,1.9716
19,SCHAEFFLER,0.042388,0.022948,1.8471
20,BANDHANBNK,0.047679,0.026681,1.787
