Rank,Symbol,Momentum,Volatility,Score
1,ADANIENSOL,0.694215,0.034174,20.3142
2,UBL,0.40321,0.020514,19.655
3,SOLARINDS,0.234629,0.012962,18.1011
4,LTM,0.290393,0.016361,17.7493
5,KRBL,0.373859,0.021088,17.7285
6,SHRIRAMFIN,0.299442,0.020531,14.5848
7,TATACHEM,0.240647,0.016525,14.5623
8,PAGEIND,0.26736,0.018443,14.4966
9,BALKRISIND,0.306517,0.021559,14.2174
10,LTTS,0.204109,0.014413,14.1616
11,NBCC,0.314349,0.023554,13.346
12,IGL,0.250597,0.019589,12.793
13,OIL,0.248816,0.0195,12.7596
14,BRITANNIA,0.153949,0.012275,12.5419
15,BHARATFORG,0.222912,0.01831,12.1745
16,DIVISLAB,0.436531,0.035989,12.1297
17,MPHASIS,0.197587,0.016519,11.9612
18,SYMPHONY,0.255155,0.021487,11.8749
19,TCS,0.105194,0.008897,11.8233
20,BAJAJ-AUTO,0.145141,0.012284,11.8151
