Rank,Symbol,Momentum,Volatility,Score
1,3MINDIA,0.335445,0.027517,12.1906
2,ZFCVINDIA,0.296663,0.025332,11.711
3,MINDTREE,0.230926,0.022265,10.3716
4,SANOFI,0.191165,0.018616,10.2688
5,HONAUT,0.161832,0.016937,9.5547
6,ASHOKLEY,0.21707,0.024162,8.9838
7,PFIZER,0.203375,0.023536,8.6411
8,TECHM,0.165921,0.020471,8.1053
9,SUNTV,0.323142,0.041335,7.8176
10,BLUEDART,0.14528,0.019027,7.6356
11,DIVISLAB,0.162046,0.021712,7.4635
12,TORNTPOWER,0.22617,0.032051,7.0566
13,MRF,0.142423,0.023087,6.169
14,RAJESHEXPO,0.31754,0.051809,6.1291
15,BAJAJHLDNG,0.113354,0.01941,5.8399
16,MARUTI,0.085708,0.01474,5.8148
17,INFY,0.11779,0.020898,5.6365
18,BANKBARODA,0.180006,0.033426,5.3852
19,BANKBARODA,0.180006,0.033426,5.3852
20,GODREJPROP,0.155367,0.02897,5.3631
