Rank,Symbol,Momentum,Volatility,Score
1,BPCL,1.330986,0.07607,17.4969
2,BFUTILITIE,0.700512,0.041893,16.7215
3,HINDPETRO,1.919192,0.116658,16.4514
4,AIAENG,0.290518,0.02154,13.4871
5,BANKBARODA,0.520895,0.038836,13.4128
6,ORIENTBANK,0.420869,0.034485,12.2043
7,THERMAX,0.284261,0.024248,11.7229
8,INDIANB,0.551159,0.047135,11.6933
9,ROLTA,0.347154,0.029739,11.6732
10,IDBI,0.3885,0.033775,11.5025
11,ONGC,0.322557,0.029387,10.9762
12,BBTC,0.358696,0.033418,10.7336
13,SBIN,0.409365,0.038845,10.5383
14,SIEMENS,0.404247,0.038398,10.5278
15,GAIL,0.29011,0.028539,10.1653
16,HINDUNILVR,0.209993,0.020942,10.0276
17,EIHOTEL,0.339332,0.033859,10.022
18,CUMMINSIND,0.264562,0.026814,9.8666
19,RELCAPITAL,0.474774,0.048432,9.803
20,JINDALSAW,0.262791,0.026861,9.7834
