Rank,Symbol,Momentum,Volatility,Score
1,OIL,0.761335,0.03192,23.8514
2,ZYDUSLIFE,0.370262,0.01694,21.8573
3,SUNPHARMA,0.256316,0.011953,21.4431
4,TMPV,0.310941,0.01499,20.7435
5,BOSCHLTD,0.289348,0.013985,20.6892
6,TATAMTRDVR,0.290425,0.014514,20.0099
7,CUMMINSIND,0.384364,0.019463,19.7489
8,HDFCAMC,0.26717,0.014375,18.5852
9,TATACONSUM,0.229809,0.012371,18.577
10,LUPIN,0.285112,0.015911,17.919
11,OFSS,0.748303,0.042444,17.6305
12,BAJAJ-AUTO,0.266475,0.015969,16.6869
13,ABBOTINDIA,0.25591,0.015539,16.4688
14,POLICYBZR,0.450584,0.027482,16.3953
15,INDHOTEL,0.271775,0.016833,16.1451
16,DLF,0.289628,0.018308,15.8199
17,ONGC,0.335427,0.021298,15.7493
18,TORNTPHARM,0.218683,0.01431,15.2815
19,VOLTAS,0.278446,0.018506,15.0462
20,BPCL,0.362491,0.024256,14.9443
