Rank,Symbol,Momentum,Volatility,Score
1,ADANIENT,0.022644,0.000998,22.6914
2,IDFCFIRSTB,0.639519,0.0306,20.8993
3,TMPV,0.811206,0.039215,20.6859
4,HONAUT,0.432833,0.021155,20.4599
5,ADANIENSOL,0.728032,0.036017,20.2138
6,GRASIM,0.364921,0.018852,19.357
7,SOLARINDS,0.256066,0.013368,19.1548
8,MFSL,0.340719,0.018478,18.4397
9,ADANIPORTS,0.419687,0.022969,18.2717
10,CONCOR,0.390296,0.023377,16.6958
11,SBIN,0.45201,0.028974,15.6004
12,MPHASIS,0.325937,0.02095,15.5578
13,MOTHERSON,0.422878,0.02863,14.7706
14,GUJENERGY,0.407168,0.027924,14.5813
15,SHRIRAMCIT,0.503466,0.03479,14.4716
16,SUNDRMFAST,0.310037,0.021671,14.3068
17,UNOMINDA,0.406315,0.028421,14.2965
18,BANKINDIA,0.633431,0.044946,14.0933
19,CUMMINSIND,0.375611,0.02762,13.5994
20,POLYCAB,0.295799,0.021891,13.5121
