Rank,Symbol,Momentum,Volatility,Score
1,TVSMOTOR,0.305566,0.018331,16.6692
2,M&M,0.263475,0.018715,14.0779
3,ABB,0.245308,0.023445,10.4632
4,ENDURANCE,0.234734,0.022519,10.4239
5,SIEMENS,0.177956,0.017469,10.1868
6,BRITANNIA,0.157399,0.016037,9.8149
7,BLUEDART,0.183934,0.019245,9.5573
8,ITC,0.136583,0.015464,8.832
9,VBL,0.183956,0.021696,8.4787
10,ABBOTINDIA,0.132593,0.017111,7.7488
11,AIAENG,0.189068,0.024679,7.6611
12,EICHERMOT,0.158344,0.020708,7.6467
13,HEROMOTOCO,0.144196,0.019594,7.3593
14,BAYERCROP,0.149401,0.020357,7.3391
15,BOSCHLTD,0.142382,0.020899,6.8129
16,PHOENIXLTD,0.163376,0.024856,6.5729
17,ASHOKLEY,0.142408,0.021903,6.5018
18,SUMICHEM,0.153103,0.023727,6.4527
19,SKFINDIA,0.118212,0.01854,6.3761
20,HINDUNILVR,0.114437,0.018315,6.2482
