Rank,Symbol,Momentum,Volatility,Score
1,WOCKPHARMA,1.254565,0.045316,27.685
2,ALBK,0.31108,0.014079,22.0955
3,LICHSGFIN,0.393531,0.019446,20.2369
4,SBIN,0.321413,0.016467,19.5191
5,UCOBANK,0.354745,0.018419,19.2592
6,PNB,0.235405,0.012361,19.0435
7,TMPV,0.330995,0.017642,18.7614
8,RENUKA,0.374903,0.020852,17.9795
9,KOTAKBANK,0.290578,0.016481,17.631
10,CUMMINSIND,0.248533,0.014191,17.5136
11,HDFCBANK,0.215579,0.0126,17.1098
12,BANKINDIA,0.302493,0.017841,16.9545
13,BANKBARODA,0.221198,0.013546,16.3296
14,IDBI,0.297176,0.01841,16.1423
15,ULTRACEMCO,0.291037,0.018377,15.837
16,GUJENERGY,0.303644,0.019268,15.7587
17,RANBAXY,0.244226,0.015533,15.7235
18,SHRIRAMFIN,0.328086,0.021163,15.5031
19,ACC,0.230227,0.015302,15.0453
20,HINDALCO,0.294174,0.019605,15.0054
