Rank,Symbol,Momentum,Volatility,Score
1,ADANIENSOL,0.990905,0.033002,30.0258
2,OIL,0.309478,0.018707,16.5432
3,GAIL,0.281519,0.017817,15.8005
4,DHFL,0.442984,0.028616,15.4805
5,SUNDRMFAST,0.334587,0.021891,15.2844
6,UBL,0.288382,0.01931,14.9342
7,GODREJPROP,0.307498,0.020619,14.9133
8,KRBL,0.345239,0.02341,14.7475
9,TATACHEM,0.232075,0.015951,14.5491
10,TORNTPOWER,0.310043,0.02143,14.4677
11,SOLARINDS,0.180183,0.012492,14.4242
12,COALINDIA,0.214121,0.015253,14.0382
13,TVSMOTOR,0.234581,0.016972,13.8212
14,RELIANCE,0.203644,0.015132,13.4575
15,GILLETTE,0.118818,0.008866,13.4018
16,LTTS,0.117093,0.009024,12.9753
17,MPHASIS,0.203723,0.01579,12.9017
18,NBCC,0.275192,0.021447,12.8311
19,BAJAJ-AUTO,0.151972,0.011862,12.8114
20,JSWENERGY,0.346749,0.027109,12.7908
