Rank,Symbol,Momentum,Volatility,Score
1,ZYDUSLIFE,0.322332,0.016858,19.1209
2,3MINDIA,0.239641,0.016988,14.1063
3,SUNPHARMA,0.210738,0.015915,13.2412
4,APOLLOTYRE,0.447344,0.033847,13.2168
5,ORIENTBANK,0.343858,0.026445,13.0026
6,ULTRACEMCO,0.230273,0.017978,12.8083
7,GLAXO,0.149719,0.012314,12.1581
8,PEL,0.285855,0.023591,12.1169
9,HEROMOTOCO,0.220209,0.018235,12.0764
10,J&KBANK,0.188912,0.016103,11.7316
11,CUMMINSIND,0.190325,0.016373,11.6245
12,CHENNPETRO,0.212431,0.018881,11.2511
13,BANKBARODA,0.200782,0.018157,11.0582
14,VEDL,0.281064,0.025825,10.8834
15,TITAN,0.237747,0.022194,10.7123
16,UBL,0.23571,0.023281,10.1244
17,IGL,0.158291,0.015971,9.911
18,CASTROLIND,0.178168,0.018319,9.7261
19,ALBK,0.196631,0.021105,9.3168
20,PGHH,0.242786,0.026399,9.1967
