Rank,Symbol,Momentum
1,AJANTPHARM,0.202143
2,IPCALAB,0.159982
3,PIDILITIND,0.089368
4,ALKEM,0.043331
5,ABBOTINDIA,0.038098
6,DIVISLAB,0.035791
7,COROMANDEL,0.029057
8,DMART,0.024908
9,GUJENERGY,0.015262
10,BAYERCROP,0.001673
11,TORNTPOWER,-0.002
12,BHARTIARTL,-0.005014
13,DHANI,-0.015825
14,BLUEDART,-0.034659
15,MINDTREE,-0.038564
16,ESCORTS,-0.040161
17,YESBANK,-0.042667
18,TORNTPHARM,-0.050678
19,ZYDUSLIFE,-0.052419
20,VBL,-0.054269
