Rank,Symbol,Momentum
1,OPTOCIRCUI,0.255822
2,SAIL,0.212991
3,ZEEL,0.178904
4,INDIABULLS,0.169891
5,STLTECH,0.154289
6,ESSAROIL,0.144562
7,JSWSTEEL,0.128493
8,ULTRACEMCO,0.11018
9,IPCL,0.069119
10,BERGEPAINT,0.061295
11,DABUR,0.05389
12,VEDL,0.042071
13,HINDALCO,0.029994
14,HINDALCO,0.029994
15,CONCOR,0.028211
16,FINPIPE,0.02762
17,GUJALKALI,0.026922
18,GODREJCP,0.01815
19,INFY,0.015624
20,RAMCOCEM,0.014519
