Rank,Symbol,Momentum
1,HINDPETRO,1.338235
2,63MOONS,1.235905
3,APOLLOTYRE,0.813041
4,MUTHOOTFIN,0.623858
5,ASHOKLEY,0.469453
6,CENTURYTEX,0.451375
7,AUROPHARMA,0.444585
8,BPCL,0.418968
9,NAUKRI,0.415908
10,VOLTAS,0.414773
11,IOC,0.396193
12,JUBLPHARMA,0.387468
13,EIHOTEL,0.379759
14,GFLLIMITED,0.378338
15,CONCOR,0.373398
16,ZYDUSLIFE,0.361023
17,CUMMINSIND,0.344999
18,PNB,0.325999
19,ADANIPOWER,0.322404
20,BHARATFORG,0.321175
