Rank,Symbol,Momentum
1,SPARC,1.482859
2,SUZLON,1.073643
3,WOCKPHARMA,0.790031
4,FORTIS,0.582769
5,SIEMENS,0.577604
6,HEXAWARE,0.540213
7,GILLETTE,0.501287
8,ASHOKLEY,0.438017
9,UPL,0.437892
10,GPPL,0.435921
11,EMAMILTD,0.374788
12,MRPL,0.367368
13,PIIND,0.352594
14,LUPIN,0.351961
15,BHARATFORG,0.336361
16,PAGEIND,0.321083
17,RNAVAL,0.317016
18,RAJESHEXPO,0.31082
19,HCLTECH,0.296506
20,BOSCHLTD,0.294842
