Rank,Symbol,Momentum
1,EIHOTEL,0.316765
2,ONGC,0.293902
3,BANKBARODA,0.198799
4,INDIANB,0.192525
5,BFUTILITIE,0.192207
6,ZYDUSLIFE,0.191537
7,RELCAPITAL,0.172973
8,MFSL,0.154636
9,FSL,0.1275
10,THERMAX,0.124575
11,GAIL,0.124542
12,SBIN,0.123167
13,UNIONBANK,0.118148
14,CGPOWER,0.105375
15,NTPC,0.10347
16,ROLTA,0.102278
17,LUPIN,0.101541
18,CIPLA,0.101269
19,AIAENG,0.091546
20,GLAXO,0.087969
