Rank,Symbol,Momentum
1,BERGEPAINT,0.305788
2,GITANJALI,0.302548
3,INFY,0.282233
4,WOCKPHARMA,0.269092
5,TCS,0.263011
6,PIDILITIND,0.252732
7,HCLTECH,0.229246
8,GMRAIRPORT,0.217742
9,IDEA,0.203665
10,SHRIRAMCIT,0.194535
11,BLUEDART,0.173922
12,ONGC,0.167013
13,CONCOR,0.14288
14,SANOFI,0.133304
15,KANSAINER,0.133241
16,DLF,0.123835
17,TECHM,0.123564
18,GSKCONS,0.123487
19,ESSAROIL,0.122477
20,CASTROLIND,0.119163
