Rank,Symbol,Momentum
1,IDEA,0.183044
2,ACC,0.175465
3,CHAMBLFERT,0.163506
4,M&M,0.162189
5,IGL,0.149733
6,CRISIL,0.149342
7,GSPL,0.144279
8,ULTRACEMCO,0.128086
9,SUNTECK,0.123849
10,GRASIM,0.12014
11,GMDCLTD,0.108571
12,WOCKPHARMA,0.103467
13,RNAVAL,0.1
14,AMBUJACEM,0.097987
15,BAJAJ-AUTO,0.093972
16,PETRONET,0.093839
17,DLF,0.088032
18,GUJENERGY,0.083333
19,SHREECEM,0.078815
20,COLPAL,0.075336
