Rank,Symbol,Momentum
1,DMART,0.460154
2,HDFCAMC,0.451609
3,ADANIPOWER,0.433155
4,BERGEPAINT,0.364817
5,COLPAL,0.33788
6,HDFCLIFE,0.313409
7,ISEC,0.308435
8,ICICIPRULI,0.300255
9,WHIRLPOOL,0.284871
10,TRENT,0.271357
11,ASIANPAINT,0.267021
12,BPCL,0.256371
13,UNITDSPR,0.231439
14,BATAINDIA,0.23017
15,SIEMENS,0.206564
16,RELAXO,0.205358
17,SBILIFE,0.203571
18,TORNTPOWER,0.191429
19,GSPL,0.190593
20,PIDILITIND,0.189002
