Rank,Symbol,Momentum
1,MOTILALOFS,0.63796
2,PEL,0.510106
3,PNBHOUSING,0.475514
4,PRESTIGE,0.461105
5,KARURVYSYA,0.459835
6,IIFL,0.452914
7,GODREJPROP,0.422702
8,INDIGO,0.41728
9,FRETAIL,0.402717
10,EDELWEISS,0.37527
11,VAKRANGEE,0.360648
12,COROMANDEL,0.337266
13,FEDERALBNK,0.332368
14,APOLLOTYRE,0.327512
15,MRF,0.319944
16,QUESS,0.318456
17,MUTHOOTFIN,0.311483
18,PCJEWELLER,0.311169
19,DLF,0.310027
20,GMRAIRPORT,0.309816
