Rank,Symbol,Momentum
1,M&M,0.46852
2,AIAENG,0.436222
3,TVSMOTOR,0.37496
4,ENDURANCE,0.366293
5,VBL,0.335215
6,PAYTM,0.310918
7,ATGL,0.278634
8,M&MFIN,0.271176
9,ASHOKLEY,0.262609
10,HEROMOTOCO,0.262562
11,ABB,0.253108
12,COROMANDEL,0.246407
13,HAL,0.24313
14,SCHAEFFLER,0.237121
15,TIINDIA,0.236077
16,HINDUNILVR,0.235478
17,EICHERMOT,0.225332
18,AMBUJACEM,0.218281
19,BRITANNIA,0.205501
20,BLUEDART,0.195016
