Rank,Symbol,Momentum
1,IL&FSENGG,1.564716
2,WELSPUNIND,1.4208
3,JINDALSAW,1.291525
4,ABAN,1.2356
5,DCHL,1.186297
6,BHARATFORG,1.051149
7,TMPV,0.987871
8,HDIL,0.87788
9,YESBANK,0.856445
10,HCLTECH,0.847783
11,HCLTECH,0.847783
12,STLTECH,0.83671
13,HINDALCO,0.813938
14,OFSS,0.796509
15,MRF,0.795893
16,JETAIRWAYS,0.794855
17,AUROPHARMA,0.786763
18,AMTEKAUTO,0.773345
19,GUJNRECOKE,0.758486
20,PHOENIXLTD,0.755452
