Rank,Symbol,Momentum
1,NFL,0.653367
2,APOLLOTYRE,0.64862
3,ENGINERSIN,0.621131
4,JAICORPLTD,0.439298
5,FORTIS,0.421298
6,STLTECH,0.379068
7,VEDL,0.370269
8,TITAN,0.369076
9,ADANIPORTS,0.3618
10,CHENNPETRO,0.35619
11,SIEMENS,0.342282
12,COROMANDEL,0.337706
13,ALBK,0.334967
14,ZYDUSLIFE,0.331931
15,INDUSINDBK,0.3306
16,GUJNRECOKE,0.324143
17,ORIENTBANK,0.322709
18,BANKBARODA,0.320044
19,CUMMINSIND,0.316008
20,ULTRACEMCO,0.302537
