Rank,Symbol,Momentum
1,ATGL,1.793225
2,JSWENERGY,1.066622
3,ADANIENSOL,0.908054
4,JSWSTEEL,0.789928
5,SAIL,0.751276
6,LAURUSLABS,0.713775
7,ISEC,0.613622
8,TATASTEEL,0.607749
9,COFORGE,0.575294
10,MINDTREE,0.511259
11,PERSISTENT,0.506801
12,ZYDUSLIFE,0.484034
13,METROPOLIS,0.473569
14,TATAELXSI,0.448315
15,AARTIIND,0.439231
16,BALKRISIND,0.435228
17,BHEL,0.427254
18,UPL,0.42533
19,IBULHSGFIN,0.387452
20,POLYCAB,0.381018
