Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,0.328223,0.031503,10.4189
2,CHOLAFIN,0.252368,0.027107,9.3102
3,BANKBARODA,0.241507,0.029756,8.1161
4,HINDALCO,0.139571,0.020803,6.7091
5,BANDHANBNK,0.164134,0.025208,6.5112
6,ONGC,0.12779,0.020665,6.1838
7,OIL,0.182432,0.030195,6.0419
8,FEDERALBNK,0.14521,0.024964,5.8169
9,MARUTI,0.11702,0.020666,5.6624
10,AUBANK,0.166543,0.03073,5.4195
11,ADANIENSOL,0.132828,0.025142,5.283
12,AAVAS,0.138825,0.028454,4.879
13,NATIONALUM,0.135834,0.028651,4.741
14,AXISBANK,0.089187,0.020045,4.4493
15,BAJAJ-AUTO,0.06633,0.016697,3.9725
16,LINDEINDIA,0.07904,0.023919,3.3045
17,INDHOTEL,0.067876,0.025518,2.6599
18,SUVENPHAR,0.062176,0.025589,2.4298
19,TATAELXSI,0.064306,0.031259,2.0572
20,HAL,0.038995,0.019328,2.0176
