Rank,Symbol,Momentum,Volatility,Score
1,AIAENG,0.299671,0.021993,13.6257
2,CONCOR,0.199747,0.014905,13.401
3,BBTC,0.459478,0.035414,12.9745
4,INDIANB,0.63528,0.049639,12.7981
5,THERMAX,0.288227,0.023623,12.2012
6,HEROMOTOCO,0.267569,0.023075,11.5954
7,BPCL,0.789189,0.071467,11.0427
8,BANKBARODA,0.429529,0.03928,10.9351
9,FEDERALBNK,0.324404,0.030005,10.8116
10,BFUTILITIE,0.439911,0.041401,10.6256
11,JINDALSAW,0.262791,0.025666,10.239
12,ORIENTBANK,0.33394,0.033798,9.8805
13,GAIL,0.263932,0.027004,9.7738
14,MOTHERSON,0.21472,0.022506,9.5407
15,LICHSGFIN,0.331627,0.034804,9.5285
16,IDBI,0.313005,0.034809,8.9921
17,CANBK,0.302994,0.034517,8.778
18,ONGC,0.230888,0.026434,8.7344
19,HTMEDIA,0.226231,0.026083,8.6736
20,CUMMINSIND,0.24543,0.028348,8.6577
