Rank,Symbol,Momentum,Volatility,Score
1,RAJESHEXPO,0.136547,0.008448,16.1627
2,VAKRANGEE,0.233644,0.016427,14.2228
3,PIDILITIND,0.148966,0.012071,12.3411
4,MOTHERSON,0.188915,0.016186,11.6718
5,HINDUNILVR,0.158978,0.013762,11.5518
6,MARUTI,0.132584,0.011615,11.4148
7,MOTILALOFS,0.356022,0.031705,11.2293
8,GODREJIND,0.177392,0.016832,10.5389
9,GILLETTE,0.175452,0.016838,10.4201
10,KARURVYSYA,0.211538,0.020354,10.3928
11,LTM,0.131389,0.012762,10.2952
12,3MINDIA,0.184521,0.020452,9.0223
13,NAUKRI,0.195936,0.022079,8.8744
14,SUPREMEIND,0.1351,0.015293,8.8342
15,PAGEIND,0.146866,0.017142,8.5678
16,THOMASCOOK,0.135468,0.015813,8.567
17,HDFCBANK,0.070158,0.008288,8.465
18,FEDERALBNK,0.219396,0.026241,8.3608
19,LICHSGFIN,0.124357,0.015469,8.0389
20,HEROMOTOCO,0.108852,0.013671,7.9621
