Rank,Symbol,Momentum,Volatility,Score
1,ZYDUSLIFE,0.309372,0.016766,18.4524
2,CUMMINSIND,0.3844,0.021155,18.1708
3,BOSCHLTD,0.26834,0.015121,17.7458
4,SUNPHARMA,0.214203,0.013111,16.338
5,INDHOTEL,0.30283,0.018988,15.9489
6,POLICYBZR,0.473117,0.029711,15.924
7,OFSS,0.712586,0.049072,14.5213
8,OIL,0.47965,0.034766,13.7967
9,TMPV,0.221368,0.016049,13.793
10,TATAMTRDVR,0.214197,0.015844,13.5189
11,BAJAJ-AUTO,0.228595,0.01725,13.2516
12,DLF,0.259368,0.019655,13.1963
13,ICICIGI,0.214915,0.016361,13.1354
14,ABBOTINDIA,0.226463,0.017421,12.9991
15,BPCL,0.335629,0.026475,12.6771
16,ONGC,0.283506,0.02271,12.4836
17,HDFCAMC,0.17659,0.015531,11.3699
18,SUNDARMFIN,0.182493,0.016202,11.2639
19,CANBK,0.239892,0.021539,11.1377
20,ETERNAL,0.238151,0.021633,11.0086
