Rank,Symbol,Momentum,Volatility,Score
1,BAJAJHLDNG,0.31862,0.017635,18.0671
2,PCJEWELLER,0.454746,0.026047,17.459
3,HINDPETRO,0.487544,0.029184,16.7061
4,LTF,0.381916,0.023267,16.4142
5,BAJAJFINSV,0.310989,0.018948,16.4124
6,FRETAIL,0.459002,0.028006,16.3895
7,BRITANNIA,0.153899,0.0111,13.8646
8,BAJFINANCE,0.291367,0.021098,13.8099
9,IGL,0.229837,0.016883,13.6134
10,BPCL,0.22899,0.017661,12.9655
11,BHARATFIN,0.24885,0.019455,12.7914
12,VEDL,0.259357,0.020768,12.4882
13,HINDALCO,0.241149,0.019854,12.1461
14,RAJESHEXPO,0.1486,0.012468,11.9183
15,DHFL,0.263575,0.022156,11.8961
16,BATAINDIA,0.197246,0.016983,11.6141
17,CESC,0.207949,0.017914,11.6083
18,TATASTEEL,0.178458,0.015611,11.4313
19,WIPRO,0.153348,0.0136,11.2755
20,EDELWEISS,0.262201,0.023468,11.1727
